Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
357500,502500,20.23
622500,247500,11.7
212500,572500,14.92
522500,422500,12.51
432500,92500,9.83
287500,127500,13.46
327500,567500,9.34
282500,107500,9.79
167500,37500,12.69
422500,632500,8.37
372500,502500,26.6
372500,122500,11.24
87500,587500,8.14
307500,302500,16.85
407500,377500,28.74
297500,582500,13.9
597500,272500,14.24
572500,287500,9.42
327500,122500,13.53
342500,437500,12.04
492500,327500,12.79
497500,202500,15.02
277500,217500,16.9
277500,902500,5.86
432500,157500,14.95
387500,342500,16.92
182500,847500,8.49
482500,487500,14.5
427500,577500,9.49
502500,447500,12.75
327500,302500,14.3
377500,782500,16.15
287500,92500,12.27
477500,487500,13.91
237500,862500,5.45
212500,697500,18.84
632500,332500,9.14
232500,82500,15.16
637500,142500,11.38
447500,452500,11.54
432500,482500,17.21
482500,167500,13.23
282500,897500,4.53
207500,567500,15.26
607500,217500,9.58
247500,82500,16
327500,147500,9.46
357500,762500,8.7
352500,997500,7.26
387500,337500,18.03
62500,787500,5.2
422500,207500,11.41
537500,232500,11.22
337500,207500,17.44
57500,517500,14.54
307500,192500,20
197500,792500,11.57
397500,632500,16.05
512500,382500,10.37
217500,887500,6.25
447500,157500,14.97
92500,552500,13.79
57500,582500,5.67
162500,727500,14.09
527500,372500,10.57
182500,647500,13.78
157500,507500,11.55
67500,562500,11.63
472500,487500,14.14
467500,282500,13.79
257500,67500,13.78
287500,637500,15.04
437500,1147500,10.49
222500,377500,6.04
412500,92500,12.34
642500,267500,9.14
132500,522500,9.24
452500,97500,12.37
407500,847500,9.61
202500,642500,17.24
307500,202500,25.85
387500,447500,21.82
462500,122500,15.09
392500,217500,15.98
242500,137500,5.3
562500,262500,10.04
497500,507500,11.93
337500,647500,16
187500,717500,11.48
332500,357500,14.04
342500,307500,14.15
277500,592500,19.68
402500,247500,10.38
432500,247500,9.69
507500,452500,13.99
332500,597500,20.97
312500,537500,10.01
282500,547500,10.65
362500,422500,21.63
222500,707500,21.46
397500,847500,12.31
522500,307500,8.45
202500,757500,10.89
182500,702500,9.7
597500,127500,7.58
502500,467500,16.78
547500,292500,7.83
122500,757500,5.25
152500,692500,6.58
387500,452500,18.55
412500,387500,27.69
157500,522500,10.38
287500,207500,18.52
77500,562500,16.85
517500,357500,9.24
447500,287500,11.49
337500,217500,15.26
97500,737500,4.43
222500,692500,20.55
602500,272500,12.84
392500,472500,25.08
192500,192500,5.99
252500,917500,6.93
597500,302500,11.54
532500,312500,8.28
62500,512500,12.46
142500,922500,3.76
172500,202500,5.03
357500,467500,14.7
232500,122500,14.87
432500,242500,10.73
362500,787500,24.98
142500,697500,5.83
262500,222500,14.65
332500,992500,6.79
632500,327500,10.54
517500,237500,10.29
342500,672500,6.59
242500,132500,7.03
467500,87500,10.07
332500,102500,12.53
287500,232500,17.28
452500,357500,19.01
532500,402500,10.37
372500,487500,21.48
217500,952500,5.14
417500,317500,11.76
437500,242500,12.99
502500,422500,15.5
387500,142500,16.92
92500,867500,3.53
322500,722500,7.15
217500,942500,4.95
312500,597500,16.03
77500,862500,3.86
497500,227500,10.67
412500,637500,9.26
127500,577500,17.15
292500,647500,11.19
307500,662500,14.28
367500,767500,12.08
162500,687500,7.89
242500,922500,8.6
342500,297500,15.17
87500,17500,5.09
237500,482500,11.32
542500,372500,11.76
432500,257500,11.59
277500,687500,15.98
522500,277500,10.65
147500,527500,11.41
417500,492500,15.74
347500,532500,18.88
347500,697500,6.59
117500,942500,5.62
82500,597500,5.57
237500,927500,10.99
397500,107500,18.11
312500,627500,19.48
607500,342500,12.62
377500,112500,13.45
72500,542500,11.88
137500,817500,5.71
402500,347500,21.41
2500,517500,5.06
242500,942500,10.93
137500,512500,14.63
277500,822500,5.81
292500,777500,10.28
237500,542500,11.5
167500,507500,6.92
502500,462500,14.38
492500,192500,14.77
367500,457500,28.92
367500,537500,16.07
442500,437500,14.12
172500,212500,5.04
402500,292500,17.62
257500,867500,5.4
437500,1122500,9.47
192500,37500,8.4
537500,382500,15.25
227500,787500,7.19
322500,807500,13.65
417500,627500,8.37
372500,612500,19.8
592500,127500,8.62
502500,247500,10.69
192500,232500,8.81
377500,652500,9.95
242500,937500,10.77
477500,367500,11.8
167500,12500,6.48
512500,317500,9.12
402500,377500,27.48
487500,322500,12.18
132500,557500,12.19
297500,92500,8.01
562500,197500,9.03
372500,92500,13.32
232500,212500,10.8
302500,357500,19.85
107500,932500,8.86
317500,852500,8.71
372500,442500,16.58
122500,662500,8.03
342500,417500,9.41
362500,122500,10.89
462500,477500,16.08
647500,282500,8.79
157500,532500,12.81
292500,257500,16.12
297500,512500,8.2
502500,492500,11.37
377500,157500,15.16
402500,412500,30.37
212500,752500,17.15
102500,497500,13.7
207500,667500,9.88
262500,582500,24.76
342500,312500,12.81
512500,372500,11.88
222500,567500,14.91
442500,1132500,11.97
372500,102500,17.29
482500,187500,14.22
257500,107500,10.87
432500,1127500,7.41
392500,807500,12.95
292500,722500,10.01
262500,267500,11.32
372500,317500,11.56
147500,502500,13.76
277500,732500,15.98
497500,342500,12.62
267500,277500,10.64
452500,252500,12.5
617500,132500,10.38
287500,962500,6.17
397500,142500,12.66
507500,422500,14.35
237500,777500,12.02
242500,667500,14.85
292500,512500,8.21
312500,677500,8.49
202500,572500,12.71
267500,312500,11.49
352500,772500,20.33
132500,937500,4.23
472500,207500,10.28
647500,252500,9.83
232500,627500,8.04
117500,482500,12.18
642500,327500,9.85
162500,847500,5.9
452500,512500,10.9
442500,517500,8.6
412500,522500,12.44
367500,802500,18.49
292500,342500,19.17
362500,807500,13.85
247500,797500,8.34
437500,227500,15.07
342500,372500,10.71
237500,262500,6.82
307500,672500,9.61
452500,467500,11.79
317500,127500,8.88
407500,162500,12.14
377500,217500,13.43
237500,197500,7.13
272500,687500,17.6
327500,1007500,11.53
272500,207500,14.2
252500,622500,12.79
192500,212500,8.41
357500,362500,11.64
622500,137500,12.34
382500,322500,15.7
612500,267500,12.15
442500,142500,14.56
262500,672500,8.78
267500,662500,11.61
502500,367500,11.45
587500,307500,14.56
152500,932500,3.57
327500,937500,5.69
242500,682500,15.63
292500,672500,10.46
427500,212500,13.18
252500,892500,7.43
462500,1172500,8.39
302500,517500,8.26
517500,177500,14.43
382500,592500,20.52
127500,677500,6.75
457500,147500,15.21
397500,322500,16.27
332500,527500,24.49
307500,642500,12.19
137500,942500,4.18
202500,697500,12.44
372500,382500,13.71
67500,512500,13.8
427500,527500,10.47
452500,1152500,9
407500,122500,12.65
352500,137500,7.36
447500,532500,10.33
472500,167500,12.04
162500,537500,11.19
357500,252500,13.16
587500,272500,12.89
432500,552500,11.09
492500,497500,19.3
437500,207500,11.28
207500,77500,12.85
427500,317500,11.95
512500,217500,14.41
412500,537500,16.08
252500,927500,7.25
237500,752500,15.52
417500,332500,14.03
327500,647500,18.34
387500,862500,10.43
442500,1117500,8.91
407500,192500,10.65
172500,827500,6.18
302500,372500,14.32
142500,477500,12.17
82500,827500,5.01
412500,257500,11.05
387500,182500,14.12
642500,307500,8.8
397500,302500,17.38
127500,562500,9.79
452500,312500,16.59
332500,672500,8.47
457500,507500,17.85
167500,767500,8.76
297500,747500,13.31
392500,227500,10.73
482500,362500,11.48
407500,482500,31.21
107500,517500,7.89
27500,527500,7.46
352500,1032500,7.23
217500,852500,6.63
302500,352500,23.7
287500,72500,10.48
402500,307500,17.56
487500,372500,11.79
2500,502500,7.48
432500,217500,15.59
72500,477500,7.34
402500,232500,9.95
412500,482500,27.81
147500,547500,15.99
362500,777500,21.85
377500,267500,12.08
172500,782500,7.03
362500,187500,11.67
517500,197500,13.47
582500,257500,10.87
297500,247500,16.98
502500,212500,14.89
197500,727500,14.6
482500,272500,12.4
372500,677500,9.47
217500,577500,21.38
102500,572500,13.97
512500,452500,15.71
502500,347500,15.07
247500,542500,11.92
497500,177500,12.75
327500,352500,19.04
187500,637500,10.2
332500,382500,9.39
317500,147500,9.06
132500,802500,7.87
532500,267500,9.56
267500,222500,15.46
322500,252500,14.15
122500,592500,10.89
262500,277500,8.87
352500,377500,10.9
332500,712500,10.31
382500,247500,10.65
582500,212500,11.17
437500,137500,14.03
187500,217500,7.8
567500,332500,9.51
97500,562500,11.22
342500,837500,11.68
302500,837500,5.5
457500,407500,12.15
77500,497500,6.56
232500,542500,10.03
257500,942500,7.31
272500,647500,12.59
57500,497500,7.54
552500,197500,9.96
247500,962500,6.41
422500,617500,10.25
352500,122500,9.13
197500,732500,12.14
472500,387500,10.27
497500,327500,11.16
192500,202500,7.82
357500,347500,12.54
457500,432500,13.04
382500,257500,10.1
362500,797500,24.61
422500,152500,10.45
382500,162500,12.77
317500,142500,10.62
402500,542500,20.24
482500,227500,10.33
307500,747500,10.59
567500,142500,10.88
397500,202500,17.14
232500,907500,6.55
302500,127500,12.88
242500,242500,15.34
517500,347500,9.44
482500,357500,12.7
127500,527500,7.71
332500,997500,7.71
542500,192500,13.37
212500,672500,11.54
472500,402500,10.45
197500,872500,6.52
107500,472500,7.15
402500,847500,11.28
417500,387500,32.05
472500,172500,14.3
172500,532500,7.77
402500,482500,30.94
297500,137500,16.28
442500,297500,11.81
447500,277500,11.42
272500,872500,3.77
352500,257500,11.85
592500,177500,11.03
252500,582500,32.35
307500,867500,4.45
317500,342500,24.07
252500,197500,9.37
487500,382500,11.36
332500,782500,24.83
137500,947500,4.11
267500,752500,13.35
392500,652500,6.69
142500,487500,26.47
327500,412500,8.86
357500,507500,25.15
102500,487500,14.88
117500,757500,4.65
282500,837500,5.61
452500,317500,15.93
592500,342500,10.14
157500,512500,11.65
302500,807500,12.4
322500,702500,11.73
322500,197500,21.11
217500,697500,20.8
177500,742500,12.41
277500,892500,5.07
442500,262500,11.53
267500,867500,3.72
332500,757500,10.49
382500,652500,7.88
372500,512500,20.43
537500,362500,14.13
367500,292500,13.35
407500,532500,17.74
332500,402500,10.21
512500,357500,9.69
167500,747500,11.67
287500,677500,11.82
247500,762500,10.24
377500,787500,23
232500,892500,6.98
517500,362500,9.81
307500,797500,10.06
227500,102500,14.09
332500,197500,16.75
347500,712500,10.03
327500,652500,15.87
202500,832500,7.52
392500,452500,18.87
372500,277500,18.97
222500,592500,14.9
292500,912500,6.6
242500,947500,11.18
122500,472500,11.52
632500,297500,12.31
282500,627500,18.72
272500,197500,10.11
107500,552500,12.01
247500,582500,30.35
247500,112500,13.38
277500,357500,23.46
367500,252500,11.25
347500,157500,16.15
297500,72500,9.3
582500,127500,11.22
217500,582500,20.03
232500,62500,11.61
502500,142500,13.39
512500,227500,12.57
232500,467500,5.46
242500,192500,8.05
247500,67500,12.46
142500,527500,11.71
392500,257500,10.7
452500,112500,15.81
257500,642500,16
607500,257500,13.02
177500,847500,5.96
387500,137500,13.79
472500,467500,12.53
247500,87500,15.03
422500,392500,34.69
202500,567500,12.77
217500,557500,13.31
302500,512500,9.83
372500,492500,25.06
582500,207500,10.34
72500,497500,7.74
492500,377500,9.93
422500,457500,19.71
527500,212500,12.51
347500,382500,9.59
282500,857500,3.56
337500,577500,13.06
292500,92500,9.85
152500,687500,7.43
377500,842500,11.56
222500,67500,16.36
582500,252500,9.42
292500,327500,26.65
402500,582500,10.36
32500,507500,9.88
407500,487500,29.13
232500,927500,9.99
297500,532500,8.95
387500,257500,10.82
327500,332500,17.36
402500,372500,28.53
262500,917500,5.23
212500,762500,13.48
142500,907500,3.63
432500,287500,14
167500,502500,8.32
137500,847500,6.83
352500,117500,10.6
557500,222500,10.79
262500,287500,6.3
297500,772500,9.85
407500,497500,21.22
317500,962500,6.85
152500,862500,6.79
437500,322500,13.79
147500,512500,13.1
87500,887500,4.16
337500,1007500,9.28
487500,117500,16.74
442500,322500,13.61
232500,822500,6.25
537500,327500,8.41
632500,162500,8.29
132500,797500,7.13
277500,147500,18.42
342500,112500,13.79
87500,7500,5.26
347500,292500,14.11
377500,522500,16.6
337500,767500,15.33
487500,182500,12.96
267500,612500,25.81
402500,592500,15.76
307500,587500,15.12
552500,382500,10.68
127500,757500,5.89
547500,142500,13.69
442500,152500,12.86
327500,512500,37.41
147500,482500,14.38
117500,907500,6.54
47500,572500,6.74
257500,217500,16.28
252500,572500,22.24
317500,537500,11.57
172500,872500,3.18
227500,472500,6.03
27500,542500,10.13
587500,227500,9.75
392500,637500,8.51
262500,697500,10.92
272500,112500,11.29
357500,582500,20.85
347500,1017500,8.19
387500,492500,27.95
352500,357500,14.82
277500,87500,18.98
537500,347500,8.64
252500,552500,12.05
437500,122500,16.07
412500,122500,14.03
127500,807500,8.74
342500,542500,16.16
377500,567500,12.65
412500,487500,23.13
22500,522500,8.03
142500,857500,7.11
237500,572500,18.05
267500,132500,10.62
332500,727500,6.07
587500,337500,10.05
392500,182500,13.56
402500,442500,28.7
202500,822500,10.73
152500,492500,15.71
152500,822500,8.6
252500,732500,18.87
342500,267500,15.39
392500,802500,13.52
527500,402500,11.89
372500,812500,13.95
392500,297500,15.88
557500,112500,11.45
577500,267500,12.08
207500,837500,8.22
242500,862500,5.62
277500,762500,12.47
192500,852500,7.62
482500,107500,15.96
352500,102500,11.67
452500,202500,12.81
187500,797500,9.56
442500,462500,13.02
237500,192500,6.75
342500,412500,9.06
412500,592500,9.58
582500,182500,11.52
557500,267500,8.05
52500,782500,4.77
217500,87500,17.65
542500,297500,9.37
397500,377500,20.81
447500,107500,15.45
202500,812500,10.21
197500,892500,4.66
222500,927500,7.25
347500,477500,12.03
302500,347500,18.46
397500,662500,8.12
287500,592500,17.5
132500,532500,9.81
457500,1207500,10.52
282500,927500,6.39
272500,652500,13.52
207500,857500,7.46
232500,802500,8.11
607500,162500,11.85
552500,287500,7.49
432500,307500,12.12
617500,282500,10.65
532500,392500,12.76
622500,332500,12.01
517500,222500,13.05
97500,557500,13.93
237500,567500,17.77
237500,637500,8.48
172500,17500,7.94
452500,1157500,9
432500,437500,16.44
312500,182500,15.91
387500,277500,10.59
102500,542500,9.58
267500,142500,11.51
362500,212500,25.37
192500,747500,7.84
437500,142500,14.48
192500,62500,11.11
237500,897500,6.9
247500,227500,16.81
412500,582500,9.3
322500,272500,16.51
297500,712500,15.17
167500,792500,4.91
312500,317500,17.45
377500,337500,17.9
307500,832500,6.21
362500,117500,11.85
317500,642500,14.29
387500,272500,10.26
422500,402500,37.67
227500,107500,12.18
222500,602500,10.49
552500,107500,9.83
202500,907500,3.2
497500,262500,11.53
257500,382500,9.12
252500,47500,8.06
47500,562500,6.24
332500,1017500,9.11
582500,262500,12.17
622500,312500,13.06
262500,272500,10.38
272500,267500,9.83
492500,227500,12.61
262500,127500,8.98
247500,942500,10.43
257500,192500,9.92
562500,192500,11.76
327500,527500,24.31
392500,517500,19.99
452500,532500,11.12
597500,197500,8.18
482500,232500,11.71
42500,512500,9.03
532500,167500,15.1
427500,272500,12.53
397500,417500,25.89
387500,552500,22.8
282500,177500,7.03
202500,597500,31.4
82500,542500,11.24
212500,562500,15.33
392500,427500,29.67
262500,822500,5.78
272500,827500,6.19
92500,522500,9.24
157500,832500,9.82
402500,622500,18.14
127500,907500,5.59
327500,537500,15.73
527500,342500,8.31
427500,137500,11.97
372500,187500,13.53
272500,607500,28.23
292500,692500,9.26
212500,87500,14.84
307500,287500,17.4
372500,527500,17.55
552500,167500,13.01
72500,492500,13.61
452500,332500,12.7
347500,257500,9.68
362500,247500,10.27
322500,967500,7.11
237500,237500,17.2
202500,657500,9.67
382500,327500,14.41
317500,512500,22.31
557500,287500,8.2
367500,187500,11.06
72500,812500,5.03
352500,1052500,6.59
287500,687500,9.45
382500,217500,12.31
617500,232500,9.46
407500,97500,16.09
247500,557500,12.85
447500,237500,14.47
372500,352500,13.82
257500,362500,16.36
192500,727500,13.49
557500,137500,15.83
112500,927500,7.34
327500,757500,12.43
237500,562500,15.65
267500,217500,14.73
362500,277500,14.09
612500,277500,11.51
402500,262500,11.59
67500,532500,9.63
277500,292500,13.83
297500,557500,9.94
422500,407500,34.79
442500,272500,10.88
132500,637500,6.34
177500,22500,10.42
272500,907500,6.18
262500,202500,11.97
177500,792500,6.58
337500,942500,6.29
542500,382500,11.47
357500,807500,13.5
457500,1187500,11.14
572500,292500,11.7
372500,282500,14.1
327500,602500,22.48
52500,547500,10.14
222500,222500,14.06
287500,767500,7.85
297500,652500,10.22
462500,492500,19.37
392500,102500,12.35
567500,262500,10.81
212500,467500,7.47
87500,507500,6.83
592500,172500,10.57
267500,602500,27.64
582500,337500,8.93
522500,267500,9.95
417500,132500,13.93
262500,307500,7.1
372500,777500,15.56
332500,607500,25.38
227500,322500,5.4
402500,402500,24.77
492500,407500,15.58
137500,472500,8.39
637500,237500,8.87
522500,282500,9.12
592500,207500,8.77
262500,962500,5.61
197500,237500,9.59
472500,142500,17.23
192500,632500,10.33
252500,337500,7.07
247500,932500,9.65
427500,227500,13.42
432500,427500,15.12
302500,757500,8.52
327500,577500,14.25
387500,607500,18.61
392500,812500,13.06
282500,672500,10.52
517500,192500,16.7
422500,452500,20.95
222500,822500,8.18
122500,542500,6.7
182500,57500,8.28
352500,202500,22.76
452500,192500,12.79
432500,507500,11.84
627500,257500,11.41
302500,182500,14.91
457500,522500,11.35
302500,327500,24.92
157500,37500,9.05
402500,107500,13.37
227500,782500,9.47
597500,232500,8.48
182500,212500,5.31
217500,332500,5.78
357500,187500,9.04
567500,152500,10.02
382500,817500,12.62
82500,592500,5.37
482500,337500,10.09
557500,232500,11.42
532500,172500,14.41
232500,487500,10.19
272500,317500,15.86
232500,257500,7.39
347500,202500,16.08
412500,247500,10
512500,177500,14.67
87500,832500,4.62
412500,427500,24.61
147500,652500,8.08
297500,197500,23.85
207500,762500,13.35
182500,682500,10.34
362500,532500,11.85
542500,417500,9.94
282500,732500,15.59
212500,942500,4.45
402500,427500,29.52
222500,327500,5.58
222500,382500,7.5
497500,397500,12.11
502500,157500,12.43
597500,207500,8.05
627500,167500,8
232500,837500,5.65
262500,802500,7.02
137500,782500,4.94
302500,272500,16.7
122500,717500,5.18
592500,227500,9.04
542500,242500,10.25
317500,612500,21.46
327500,972500,6.47
462500,157500,13.69
507500,287500,11.25
67500,582500,6.35
122500,657500,8.05
402500,567500,9.46
362500,387500,12.55
562500,102500,12.24
607500,287500,12.74
472500,197500,15.29
357500,1032500,7.2
457500,377500,16.81
257500,747500,14.8
462500,247500,14.79
277500,637500,16.65
477500,517500,15.34
347500,722500,7.5
357500,227500,10.16
307500,637500,12.9
312500,612500,19.85
147500,957500,4.12
272500,342500,14.76
172500,762500,10.62
447500,1182500,11.56
272500,562500,15.93
642500,262500,8.62
337500,257500,11.07
352500,362500,10.53
617500,332500,11.04
237500,117500,14.39
322500,687500,8.02
197500,742500,9.13
257500,887500,7.06
322500,842500,8.23
207500,197500,6.88
307500,717500,12.09
367500,377500,13.76
477500,307500,16.09
387500,847500,13.53
362500,457500,23.56
367500,182500,11.51
287500,652500,12.53
342500,247500,12.92
357500,292500,15.17
437500,1187500,12.21
57500,532500,8.41
442500,397500,15.66
237500,247500,13.89
472500,357500,14.57
367500,862500,11.6
297500,942500,7.97
347500,632500,12.26
142500,567500,15.81
307500,387500,7.2
92500,742500,5.18
447500,152500,15.05
597500,167500,9.24
342500,552500,10.82
242500,662500,13.76
352500,492500,16.41
357500,177500,12.64
37500,532500,7.65
612500,142500,13.03
107500,482500,13.39
517500,317500,8.05
342500,972500,8.28
462500,127500,16.29
272500,867500,4.1
317500,262500,16.97
307500,692500,10.45
462500,412500,12.08
412500,237500,17.78
387500,527500,21.52
382500,462500,22.26
332500,972500,6.75
377500,277500,16.13
457500,142500,14.32
242500,207500,10.39
337500,447500,10.62
462500,242500,15.71
472500,147500,14.93
347500,122500,8.55
442500,317500,15.25
307500,972500,5.37
432500,127500,15.17
342500,337500,11.53
67500,797500,5.41
122500,492500,13.46
257500,102500,12.23
602500,137500,10.31
372500,372500,14.22
337500,117500,12.83
332500,332500,15.49
142500,962500,3.51
632500,277500,12.44
367500,352500,12.76
367500,447500,18.98
587500,207500,10.64
387500,412500,20.82
432500,347500,16.19
452500,87500,12.76
292500,187500,14.79
602500,342500,8.9
87500,577500,8.89
252500,827500,4.81
342500,547500,14.09
377500,227500,11.76
232500,97500,15.69
272500,772500,8.74
352500,392500,11.2
497500,187500,15.52
507500,247500,9.85
312500,122500,11.17
302500,847500,7.52
397500,402500,20.24
237500,697500,17.55
497500,272500,9.73
247500,552500,13.28
347500,287500,14.19
487500,142500,17.08
332500,627500,21.64
412500,277500,16.48
487500,392500,10.5
227500,727500,21.58
52500,582500,6.33
417500,482500,23.31
447500,167500,16.02
452500,347500,14.72
487500,157500,15.63
197500,772500,11.05
482500,202500,18.42
367500,107500,16.77
397500,527500,18.94
417500,582500,8.66
457500,292500,12.71
427500,472500,19.26
562500,257500,11.79
357500,242500,11.15
392500,642500,7.1
72500,872500,5.8
257500,282500,5.73
237500,707500,18.61
322500,867500,6.44
447500,377500,16.99
427500,1182500,9.84
162500,517500,8.31
252500,847500,4.21
402500,187500,13.97
377500,612500,20.81
492500,467500,17.84
282500,322500,20.61
592500,202500,8.33
442500,357500,17.34
262500,72500,16.09
137500,842500,6.96
187500,677500,12.96
392500,542500,19.37
427500,277500,14.94
637500,247500,10.1
362500,407500,14.98
447500,82500,8.65
382500,187500,15.15
387500,307500,13.49
417500,327500,13.58
172500,537500,6.78
387500,497500,30.01
382500,542500,29.18
362500,772500,14.95
352500,622500,13.48
412500,542500,14.48
337500,562500,10.79
502500,242500,10.66
292500,322500,23.59
357500,267500,9.39
467500,517500,16.83
367500,812500,13.7
152500,667500,10.36
377500,147500,13.1
132500,752500,6.1
337500,417500,8.93
417500,577500,9.35
337500,662500,10.45
392500,132500,15.17
272500,657500,11.95
282500,127500,12.72
482500,182500,11.77
232500,497500,7.27
412500,842500,9.97
442500,1122500,11.33
357500,477500,12.11
12500,502500,6.37
317500,622500,24.12
472500,492500,19.37
227500,867500,5.6
282500,692500,13.06
357500,472500,12.21
327500,297500,15.63
462500,147500,17.16
452500,397500,14.4
192500,752500,8.46
252500,57500,10.46
547500,372500,11.09
332500,867500,5.87
227500,602500,16.17
102500,877500,3.33
87500,487500,8.7
202500,882500,5.93
212500,727500,15.37
402500,612500,14.35
317500,817500,10.59
577500,162500,14.52
522500,312500,8.83
437500,432500,12.99
102500,922500,6.43
272500,252500,14.47
62500,542500,17.59
137500,662500,9.14
572500,172500,10.86
92500,487500,10.89
357500,202500,20.74
607500,117500,10.67
517500,167500,13.89
242500,97500,13.8
302500,852500,7.91
77500,807500,4.73
467500,202500,11.03
582500,137500,14.88
372500,297500,13.43
292500,882500,4.19
452500,342500,15.11
307500,307500,17.19
222500,917500,6.88
397500,212500,17.19
557500,327500,9.07
402500,87500,13.15
387500,282500,12.86
487500,212500,11.06
97500,927500,6
222500,252500,7.59
377500,362500,14.05
372500,587500,24.9
72500,582500,6.92
202500,552500,11.99
517500,127500,14.14
247500,847500,5.28
607500,232500,8.78
302500,287500,17.5
372500,837500,12.39
177500,17500,8.09
417500,202500,12.01
167500,797500,4.38
552500,157500,14.61
322500,812500,10.81
537500,137500,15.3
417500,532500,11.38
207500,872500,7.23
332500,637500,19.49
287500,667500,11.97
352500,847500,10.31
72500,847500,4.22
282500,892500,3.41
312500,662500,13.94
462500,327500,12.38
247500,682500,13.61
652500,292500,11.43
252500,137500,7.4
607500,302500,12.09
342500,227500,15.61
292500,807500,6.87
467500,292500,12.7
537500,217500,10.4
212500,667500,8.93
382500,427500,28.73
307500,292500,13.97
317500,627500,24.38
307500,787500,12.32
327500,767500,16.36
252500,267500,9.16
217500,962500,4.58
282500,52500,13.22
162500,47500,8.46
292500,367500,15.32
352500,382500,12.12
242500,572500,19.26
622500,147500,13.53
367500,837500,12.7
297500,927500,6.87
442500,467500,13.87
232500,697500,16.34
427500,372500,27.8
232500,472500,5.82
117500,517500,8.01
292500,357500,19.65
137500,757500,6.91
257500,692500,11.24
447500,402500,15.29
312500,567500,12.51
377500,417500,24.52
382500,272500,11.59
497500,162500,13.05
357500,547500,14.29
512500,432500,14.23
197500,572500,10.48
412500,857500,8.64
337500,292500,11.6
337500,522500,37.12
242500,187500,6.93
372500,832500,12.94
327500,612500,26.67
357500,772500,15.45
202500,902500,3.65
272500,812500,7.71
292500,907500,4.82
212500,142500,5.16
247500,917500,6.92
537500,287500,8.08
102500,932500,7.06
447500,197500,11.15
322500,342500,21.36
212500,237500,15.23
452500,462500,11.09
117500,652500,6.58
342500,582500,17.49
552500,312500,10.62
227500,342500,6.17
302500,197500,26.27
487500,217500,8.76
392500,437500,25.36
202500,627500,11.45
247500,352500,12.85
287500,107500,8.5
252500,952500,10.11
187500,62500,8.7
77500,847500,3.7
462500,92500,11.9
562500,177500,12.72
242500,492500,17.17
252500,142500,10.18
372500,367500,13.22
52500,502500,11.8
402500,837500,10.61
547500,392500,11.04
202500,42500,7.56
227500,647500,8.41
562500,247500,11.28
192500,217500,9.84
487500,297500,11.81
257500,782500,10.3
267500,547500,11.78
237500,857500,5.66
372500,417500,25.6
402500,552500,14.19
117500,562500,9.09
622500,342500,11.23
522500,122500,12.6
352500,1047500,6.85
582500,107500,11.17
367500,272500,13.21
307500,732500,7.44
407500,457500,20.47
382500,557500,17.38
367500,257500,13.24
307500,122500,11.85
342500,272500,13.8
442500,432500,13.39
432500,1162500,8.53
337500,607500,24.99
122500,762500,5.78
237500,912500,7.02
77500,547500,12.85
312500,942500,7.55
317500,927500,4.77
382500,832500,12.83
482500,242500,11.66
632500,337500,9.38
242500,227500,16.05
87500,912500,4.89
442500,157500,16.73
432500,297500,12.93
407500,622500,14.28
397500,352500,21.52
202500,927500,3.49
307500,312500,19.46
582500,172500,10.76
347500,617500,15.2
327500,707500,10.29
287500,887500,3.36
197500,662500,9.64
392500,77500,8.97
212500,777500,9.43
297500,507500,7.07
387500,317500,12.72
232500,657500,13.51
587500,212500,9.96
447500,147500,13.6
347500,1057500,6.15
272500,237500,13.13
417500,432500,19.64
367500,212500,19.55
167500,827500,6.04
517500,207500,13.48
407500,852500,8.88
557500,132500,14.17
322500,817500,10.93
627500,152500,11.87
192500,672500,13.01
352500,147500,10.62
457500,1157500,8.45
67500,587500,5.32
542500,222500,9.78
352500,487500,13.3
362500,607500,24.7
422500,522500,10
272500,327500,15.37
387500,322500,13.43
502500,122500,15.4
227500,607500,12.31
502500,107500,11.71
222500,722500,18.91
262500,367500,18.67
352500,157500,13.42
532500,162500,16.01
387500,297500,13.71
447500,267500,10.07
202500,722500,16.1
42500,547500,9.65
337500,127500,9.24
532500,262500,9.24
222500,702500,21.47
267500,822500,6.82
132500,572500,16.88
247500,357500,10.13
442500,187500,12.82
132500,607500,9.56
612500,312500,14.49
287500,642500,15.43
222500,827500,6.36
117500,857500,3.91
257500,222500,13.71
337500,712500,10.82
87500,562500,18.7
167500,27500,9.56
447500,247500,12.3
217500,842500,6.69
267500,117500,11.66
272500,122500,10.08
287500,57500,11.62
577500,142500,10.15
207500,797500,9.37
312500,357500,14.22
152500,502500,11.31
552500,172500,13.59
82500,502500,7.92
262500,937500,7.18
272500,547500,11.19
497500,352500,12.1
257500,367500,13.98
322500,642500,14.46
222500,482500,6.88
117500,762500,4.86
97500,502500,9.6
287500,267500,16.93
242500,957500,8.23
507500,227500,13.5
277500,887500,4.54
267500,87500,23.22
322500,92500,10.56
467500,222500,11.5
232500,787500,7.5
577500,237500,9.55
342500,477500,11.93
652500,272500,10.23
372500,537500,19.43
367500,247500,11.49
227500,92500,17.57
502500,312500,10.53
102500,892500,4.79
577500,222500,10.69
347500,467500,10.87
277500,242500,13.54
