Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
412500,457500,18.76
512500,347500,11.84
222500,762500,16.33
422500,412500,30.21
517500,352500,10.21
142500,522500,10.42
522500,167500,13.91
527500,352500,9.23
552500,257500,8.88
267500,367500,24.23
367500,517500,21.22
342500,652500,16.11
487500,492500,23.82
337500,772500,18.64
362500,202500,16.15
387500,112500,15
67500,557500,13.02
467500,247500,15.59
282500,237500,14.46
402500,142500,11.37
512500,222500,14.94
142500,27500,9.08
342500,642500,13.9
462500,282500,13.13
247500,857500,6.47
537500,402500,10.64
327500,287500,15.39
342500,117500,10.79
337500,842500,12.34
232500,792500,8.56
262500,542500,9.59
152500,837500,10
52500,507500,7.99
452500,1172500,9
87500,477500,10.13
582500,292500,15.35
177500,727500,9.69
377500,627500,11.06
397500,522500,16.47
342500,402500,10.1
297500,107500,11.48
287500,707500,10.35
152500,952500,4.64
322500,607500,23.73
502500,427500,14.85
237500,242500,14.66
122500,902500,5.15
507500,417500,11.84
432500,332500,13.01
237500,617500,11.02
247500,72500,13.42
307500,767500,11.12
267500,567500,20.68
577500,287500,13.62
407500,517500,15.09
447500,482500,11.55
357500,312500,9.9
242500,382500,8.17
382500,237500,9.35
352500,262500,10.2
162500,557500,8.32
317500,757500,11.36
572500,197500,10.62
312500,192500,18.63
287500,372500,13.7
312500,652500,12.67
117500,492500,13.46
342500,612500,19.6
297500,372500,15.47
237500,257500,11.33
372500,472500,19.9
302500,187500,14.62
67500,497500,6.06
497500,392500,11.84
387500,777500,12.42
427500,337500,14.12
312500,632500,17.99
407500,627500,14.25
322500,532500,17.11
482500,142500,16.5
27500,562500,10.45
222500,107500,8.12
342500,167500,9.18
207500,207500,10.81
487500,312500,13.84
312500,817500,9.66
167500,702500,7.81
272500,637500,18.52
317500,647500,15.75
497500,497500,18.29
287500,787500,10.33
377500,167500,13.26
552500,267500,8.31
27500,507500,7.34
577500,332500,13.5
77500,517500,8.14
117500,937500,6.53
317500,637500,15.23
352500,567500,11.36
312500,342500,20.55
137500,522500,10.69
62500,527500,8.93
347500,822500,13.12
282500,147500,16.89
367500,502500,20.67
182500,72500,5.63
97500,487500,12.41
372500,342500,14.75
312500,717500,10.61
77500,477500,9.37
347500,807500,11.17
212500,847500,7.26
432500,537500,14.67
257500,757500,12.39
432500,1167500,8.3
312500,337500,27.28
267500,552500,12.12
577500,282500,14.4
577500,112500,13.48
207500,87500,12.88
262500,612500,23.81
277500,807500,5.37
517500,187500,16.4
297500,762500,8.7
292500,602500,17.76
217500,772500,14.44
307500,942500,7.99
342500,447500,10.91
352500,592500,20.53
277500,832500,5.64
592500,267500,11.47
547500,347500,10.59
332500,272500,16.87
397500,362500,23.26
137500,477500,12.94
542500,127500,16.1
357500,667500,13.41
192500,642500,11.2
417500,352500,21.02
422500,167500,19.39
402500,507500,24.55
347500,232500,13.39
317500,307500,15.71
557500,162500,15.4
242500,142500,4.92
462500,487500,19.66
522500,222500,14.25
257500,587500,33.1
37500,497500,10.53
277500,247500,15.87
212500,692500,19.85
452500,102500,10.5
412500,377500,29.69
557500,277500,8.66
327500,197500,18.81
412500,172500,13.58
232500,702500,18.69
367500,437500,15.58
222500,842500,6.86
197500,902500,3.56
322500,662500,12.4
447500,217500,9.97
397500,1137500,11.3
362500,762500,11.22
307500,617500,22.14
347500,422500,12.53
362500,557500,17.91
417500,427500,21.53
562500,107500,10.46
232500,797500,9.33
487500,187500,12.81
327500,712500,10.87
642500,292500,11.13
587500,117500,10.53
487500,122500,16.66
167500,757500,11.2
287500,857500,4.3
317500,802500,13.38
267500,332500,11.92
357500,357500,13.05
457500,102500,11.78
342500,587500,18.52
342500,497500,20.26
152500,942500,3.76
27500,487500,7.93
327500,507500,26.77
312500,302500,14.43
442500,112500,16.65
82500,822500,4.95
437500,107500,16.76
352500,417500,14.12
317500,377500,9.84
237500,647500,10.44
307500,602500,19.44
412500,132500,14.21
12500,532500,6.42
97500,477500,8.21
467500,252500,13.82
612500,242500,10.28
207500,217500,11.53
232500,587500,22.5
247500,382500,9.67
322500,732500,8.52
212500,322500,5.14
147500,762500,7.04
37500,517500,6.22
167500,857500,4.56
407500,562500,11.23
382500,97500,10.85
387500,167500,12.44
447500,1157500,11.01
462500,312500,12.64
287500,732500,15.64
402500,832500,9.17
447500,207500,12.93
182500,747500,9.64
497500,142500,14.54
222500,857500,6.1
192500,657500,11.67
627500,282500,10.87
157500,502500,10.36
272500,592500,21
112500,757500,4.05
547500,157500,14.36
317500,312500,14.98
282500,762500,10.33
47500,517500,11.12
257500,922500,6.12
597500,267500,10.89
302500,257500,15.86
427500,462500,19.08
152500,27500,7.75
402500,602500,15.56
522500,417500,13.72
252500,247500,12.71
402500,632500,13.94
382500,847500,13.28
287500,722500,14.08
497500,427500,13.79
467500,412500,11.75
297500,832500,4.92
447500,87500,10.31
127500,522500,9.52
327500,497500,21.67
292500,227500,21.77
392500,822500,12.62
487500,137500,20.36
557500,237500,11.17
217500,112500,6.41
287500,832500,5.89
332500,352500,14.84
617500,237500,9.71
497500,312500,12.73
202500,742500,11.28
467500,442500,11.35
332500,812500,11.55
162500,507500,8.43
522500,372500,8.94
462500,267500,13.47
327500,272500,17
432500,162500,16.99
247500,742500,21.8
252500,262500,11.12
412500,232500,18.21
107500,527500,4.71
97500,587500,11.33
247500,707500,17.22
302500,962500,8.09
232500,342500,7.77
152500,532500,11.13
422500,127500,15.09
337500,532500,25.12
462500,497500,22.62
317500,752500,10.55
12500,497500,5.72
297500,552500,9.21
627500,142500,12.6
217500,902500,4.42
422500,427500,18.85
517500,282500,10.45
452500,437500,12.13
297500,637500,13.8
242500,117500,14.89
512500,422500,15.93
217500,692500,21.84
347500,767500,16.39
242500,657500,14.67
387500,402500,15.9
167500,617500,13.51
477500,452500,11.62
577500,302500,11.43
612500,137500,9.85
432500,487500,12.78
387500,247500,9.58
362500,372500,14.32
237500,667500,18.46
97500,887500,3.86
197500,807500,9.59
162500,542500,7.46
372500,362500,13.12
397500,617500,20.56
357500,832500,15.56
152500,767500,6.95
482500,92500,7.72
362500,292500,15.52
347500,652500,14.6
427500,617500,9.28
322500,372500,11.15
362500,712500,6.16
272500,247500,14.14
537500,142500,12.99
162500,822500,6.38
237500,492500,14.84
327500,387500,8.79
317500,327500,18.43
492500,222500,10.26
277500,117500,11.97
482500,407500,10.14
567500,187500,10.9
192500,667500,13.21
72500,877500,4.42
572500,207500,11.94
277500,237500,11.94
527500,137500,15.58
292500,192500,18.26
227500,802500,8.35
457500,227500,11.69
252500,187500,8.6
107500,487500,12.49
292500,272500,17.15
392500,92500,15.09
337500,732500,9.14
432500,172500,14.68
362500,852500,9.44
492500,162500,14.04
177500,892500,3.06
167500,627500,11.75
597500,297500,13.67
387500,532500,22.75
322500,717500,11
297500,707500,16.64
462500,257500,12.92
647500,297500,9.49
262500,952500,9.24
437500,557500,10.69
297500,862500,4.57
347500,92500,7.67
367500,637500,8.81
307500,137500,13.44
377500,1052500,6.57
327500,102500,15.29
287500,742500,18.29
312500,727500,7.89
202500,77500,11.97
572500,167500,14.34
582500,197500,10.72
227500,477500,9.93
507500,367500,10.56
137500,922500,4.17
357500,447500,19.25
322500,822500,9.54
332500,92500,9.87
222500,572500,18.61
337500,187500,11.74
147500,932500,3.94
247500,922500,7.74
462500,317500,12.6
412500,102500,16.26
297500,662500,12.99
132500,482500,20.12
447500,467500,14.54
227500,857500,5.86
132500,602500,12
377500,232500,11.05
327500,812500,11.41
342500,682500,6.8
257500,62500,13.13
377500,642500,7.47
367500,217500,21.84
272500,542500,9.87
312500,487500,12.35
407500,127500,15.35
187500,827500,6.43
77500,832500,5.16
262500,757500,12.81
197500,897500,3.79
217500,732500,15.3
542500,402500,11.51
217500,787500,7.56
627500,147500,12.8
367500,482500,18.39
412500,422500,28.72
127500,802500,7.18
62500,497500,5.93
592500,157500,12.54
197500,52500,11.02
202500,932500,3.89
562500,162500,13.95
282500,207500,17.56
357500,92500,9.66
357500,552500,15.67
147500,812500,5.99
272500,597500,26.17
237500,967500,6.17
577500,127500,11.08
252500,182500,6.98
457500,297500,12.76
257500,207500,13.87
302500,97500,8.85
217500,707500,18.12
137500,857500,6.24
377500,772500,15.27
252500,272500,6.16
242500,47500,7.55
567500,182500,9.02
507500,127500,14.67
312500,657500,14.46
27500,537500,6.57
327500,392500,9.18
147500,662500,10.47
302500,662500,15.87
97500,882500,3.38
332500,952500,6.05
337500,582500,15.79
477500,382500,10.91
222500,612500,9.13
247500,92500,12.92
357500,592500,23.94
192500,842500,5.6
202500,702500,14.31
257500,327500,6.81
577500,202500,11.02
427500,102500,15.93
257500,1017500,9
562500,147500,8.78
357500,802500,13.67
512500,332500,8.08
42500,532500,10.29
422500,552500,12.17
627500,242500,9.26
382500,312500,12.94
377500,347500,17.27
392500,252500,9.39
72500,822500,4.86
432500,182500,14.27
377500,862500,8.85
457500,342500,15.37
237500,872500,5.51
397500,112500,11.45
217500,907500,4.94
137500,742500,6.51
177500,752500,10.54
277500,712500,11.92
307500,702500,9.74
172500,882500,3.18
257500,317500,6.15
232500,557500,14.24
352500,707500,7.69
592500,277500,10.94
382500,452500,18.38
312500,737500,6.8
562500,282500,7.78
247500,637500,10.38
132500,547500,9.45
467500,367500,17.52
637500,172500,11.08
422500,192500,11.27
462500,322500,12.08
567500,307500,10.73
167500,762500,9.18
332500,1022500,10.1
367500,772500,12.46
412500,222500,16.17
242500,842500,5.63
437500,317500,15.68
317500,197500,21.52
67500,547500,9.8
512500,192500,15.44
127500,487500,16.02
247500,47500,7.41
337500,142500,7.08
477500,497500,21.99
272500,107500,10.7
482500,152500,17.05
377500,102500,14.82
472500,232500,11.31
172500,52500,8.68
442500,177500,12.24
197500,47500,9.22
457500,167500,17.87
127500,602500,8.03
597500,312500,14.22
622500,267500,14.03
327500,202500,20.82
387500,352500,17.23
112500,492500,14.15
347500,667500,7.74
472500,187500,16.05
252500,667500,11.78
197500,907500,3.38
322500,762500,14.43
307500,927500,7.92
257500,287500,4.85
152500,732500,11.74
522500,252500,11.05
447500,187500,15.14
362500,142500,13.94
237500,252500,12.33
602500,322500,10.67
447500,1202500,9.33
562500,127500,12.16
442500,102500,14.11
472500,262500,13.83
562500,117500,12.92
157500,617500,9.57
232500,922500,10.21
367500,227500,15.81
512500,102500,11.64
377500,767500,10.25
637500,147500,9.43
477500,222500,9.07
537500,182500,14.67
232500,722500,23.38
387500,332500,15.07
192500,57500,13.37
417500,552500,12.82
212500,852500,7.11
407500,322500,15.43
227500,487500,6.73
237500,767500,14.71
572500,177500,9.87
242500,777500,11.83
177500,222500,5.26
432500,122500,17.25
282500,377500,14.91
447500,417500,13.78
82500,817500,4.81
347500,752500,12.3
522500,367500,9.49
122500,552500,10.07
197500,842500,6.45
607500,157500,16.12
352500,432500,12.05
407500,317500,14.03
402500,277500,15.96
367500,137500,12.84
297500,952500,7.51
587500,312500,12.57
347500,132500,9.5
47500,507500,8.49
302500,292500,13.75
462500,1197500,9.05
522500,437500,12.27
252500,637500,12.21
417500,152500,8.88
402500,522500,16.33
567500,232500,10.57
362500,332500,11.97
132500,517500,12
457500,177500,15.96
557500,182500,10.45
137500,487500,21.38
182500,807500,6.72
307500,107500,14.27
332500,312500,18.36
17500,487500,10.11
582500,122500,12.57
237500,782500,9.22
402500,477500,26.73
497500,172500,13.76
172500,707500,8.55
447500,502500,14.67
182500,202500,5.33
277500,697500,11.94
202500,692500,16.27
237500,67500,13.32
462500,212500,14.16
172500,852500,4.93
477500,377500,11.81
557500,257500,9.8
237500,917500,7.39
357500,612500,16.66
357500,537500,13.01
502500,342500,12.42
217500,97500,13.43
102500,602500,6.97
292500,617500,20.18
202500,922500,3.31
617500,272500,13.42
197500,672500,11.84
512500,352500,11.59
377500,667500,11.67
347500,1047500,6.95
367500,132500,12.16
322500,262500,17.6
307500,522500,10.45
137500,572500,17.36
272500,762500,10.02
512500,412500,13.31
427500,127500,14.77
547500,382500,9.61
407500,117500,14.02
352500,177500,12.1
262500,912500,5.36
417500,192500,10.93
527500,367500,9.61
332500,937500,6.93
422500,227500,13.48
622500,297500,13.41
527500,427500,17.52
337500,92500,8.37
362500,77500,6.95
427500,122500,16.31
397500,802500,11.39
172500,752500,10.38
642500,297500,9.21
457500,1197500,9.67
312500,687500,8.11
557500,312500,9.69
557500,172500,12.47
62500,557500,11.75
482500,222500,8.62
632500,167500,8.55
267500,957500,7.4
502500,292500,12.06
452500,382500,19.26
362500,462500,22.28
212500,827500,9.2
307500,722500,8.46
247500,102500,12.97
432500,447500,14.96
102500,882500,3.65
417500,167500,14.77
277500,692500,14.79
192500,772500,11.13
537500,412500,12.29
92500,572500,15.05
292500,967500,7.5
402500,642500,8.51
227500,67500,15.54
57500,777500,4.57
467500,417500,10.6
237500,672500,18.68
267500,617500,20.98
527500,422500,11.06
322500,142500,11.49
257500,912500,6.52
477500,242500,12.71
297500,702500,11.01
342500,262500,11.07
247500,187500,8.44
392500,167500,13.66
167500,637500,10.33
137500,567500,13.03
202500,937500,3.65
142500,782500,4.28
352500,777500,22.76
187500,792500,9.72
327500,372500,11.55
547500,387500,10.65
127500,517500,11.42
562500,182500,8.72
227500,207500,8.15
312500,842500,8.26
477500,132500,18.16
597500,282500,16.84
52500,487500,5.88
162500,732500,17.37
497500,442500,15.12
312500,712500,13.67
127500,902500,4.2
482500,97500,7.3
487500,407500,12.36
212500,742500,14.25
517500,122500,12.45
447500,327500,12.76
537500,337500,10.25
472500,272500,11.65
392500,407500,18.85
222500,617500,8.81
417500,172500,12.95
132500,792500,6.05
132500,552500,12.65
182500,757500,11.82
32500,547500,10.53
202500,62500,15.23
307500,232500,16.63
542500,107500,10.12
587500,197500,9.51
417500,187500,13.21
637500,242500,8.6
232500,687500,12.59
82500,847500,3.54
317500,332500,19.32
232500,972500,10.34
162500,852500,5.15
342500,292500,16.6
17500,527500,7.72
352500,827500,12.79
462500,1212500,20.31
222500,852500,7
267500,192500,9.5
142500,547500,10.69
487500,252500,12.47
322500,167500,8.75
322500,832500,10.06
357500,427500,16.43
342500,617500,18.38
367500,172500,10.65
357500,417500,17.17
382500,82500,9.93
327500,257500,15.96
137500,897500,4.03
282500,637500,16.99
207500,847500,7.51
132500,492500,15.21
467500,217500,13.14
487500,302500,12.45
282500,382500,10.99
322500,507500,24.09
462500,112500,15.43
157500,752500,10.97
392500,547500,22.57
302500,242500,15.48
407500,392500,26.85
377500,82500,8.69
532500,152500,15.05
452500,1197500,9.8
607500,252500,11.22
347500,672500,6.38
197500,857500,7.63
297500,567500,16.23
467500,157500,13.98
532500,327500,8.31
17500,522500,10.79
472500,322500,11.16
327500,817500,11.2
507500,347500,18.38
397500,372500,25.15
252500,252500,12.65
492500,277500,10.95
227500,847500,6.5
162500,737500,17.7
222500,102500,11.2
317500,602500,20.93
327500,532500,21.86
397500,517500,18.18
582500,322500,12.32
442500,1182500,10.15
367500,87500,8.78
297500,517500,8.45
417500,337500,13.69
547500,177500,14.73
362500,322500,10.85
442500,382500,16.81
332500,247500,13.08
382500,207500,15.7
472500,222500,11.32
162500,487500,6.02
67500,572500,9.82
237500,227500,15.03
257500,262500,12.3
322500,667500,13.95
87500,12500,5.25
607500,127500,7.71
612500,262500,12.12
332500,112500,15.21
637500,267500,10.67
502500,287500,11.47
382500,562500,15.01
347500,227500,14.94
552500,222500,12.77
592500,212500,7.3
277500,297500,13.34
517500,447500,13.1
337500,362500,11.01
272500,92500,17.53
252500,67500,11.83
187500,672500,11.83
372500,662500,11.75
382500,662500,10.21
447500,512500,10.62
327500,1032500,7.97
17500,492500,9.51
127500,652500,6.34
267500,927500,8.7
222500,802500,8.81
217500,752500,17.64
397500,127500,13.86
442500,417500,14.52
142500,572500,13.6
272500,672500,10.66
327500,292500,16.61
362500,467500,18.69
167500,727500,14.95
332500,497500,21.71
282500,572500,15.78
482500,287500,14.38
212500,577500,18.02
162500,752500,10.73
347500,977500,5.5
257500,552500,12.72
552500,377500,9.32
462500,512500,19.97
547500,367500,10.99
292500,697500,10.3
417500,312500,12.31
407500,297500,17.22
337500,792500,17.62
147500,542500,17.37
297500,77500,7.78
282500,737500,17.11
327500,377500,9.74
327500,232500,19.8
392500,302500,15.46
222500,247500,11.7
447500,1152500,10.7
177500,787500,7.47
472500,447500,14.81
227500,127500,9.42
422500,372500,25.87
292500,657500,18.96
422500,607500,7.88
507500,322500,11.59
292500,607500,21.1
332500,492500,20.98
257500,967500,5.73
417500,542500,13.67
197500,882500,5.71
512500,297500,10.19
272500,737500,16.45
72500,517500,9.39
287500,912500,6.99
227500,667500,14.15
212500,802500,9.18
272500,227500,14.41
302500,957500,8.06
282500,632500,18.72
242500,917500,7.68
452500,537500,10.98
127500,532500,8.6
502500,307500,11.26
252500,342500,7.1
532500,252500,9.34
427500,217500,13.69
372500,772500,12.91
137500,927500,4.2
477500,97500,8.87
202500,912500,2.99
647500,267500,10.26
257500,877500,7.44
322500,292500,16.88
332500,1012500,9.65
347500,167500,13.46
307500,727500,7.24
417500,157500,12.49
462500,197500,9.58
337500,1032500,9.45
297500,617500,23.13
417500,547500,11.76
257500,337500,8.17
277500,262500,17.34
242500,102500,15.22
392500,417500,23.45
362500,822500,12.21
422500,557500,11.32
222500,337500,6.45
107500,747500,4.6
272500,137500,13.07
362500,487500,16.05
322500,672500,10.82
532500,197500,15.61
437500,222500,14.81
297500,262500,17.23
277500,307500,15.67
287500,142500,20.21
382500,852500,12.41
432500,292500,14.11
377500,557500,20.27
452500,182500,12.03
292500,122500,13.91
337500,782500,25.99
82500,552500,15.25
182500,737500,10.46
462500,342500,12.62
362500,542500,15.42
312500,322500,18.29
57500,552500,9.81
482500,372500,11.83
137500,27500,6.08
112500,512500,8.84
432500,492500,14.31
507500,172500,13.81
397500,537500,23.17
82500,557500,17.03
492500,447500,14.23
432500,187500,13.33
302500,252500,16.54
257500,632500,15.03
412500,562500,12.7
332500,367500,10.62
337500,752500,9.2
222500,607500,9.73
412500,437500,24.37
247500,207500,13.71
427500,282500,15.49
602500,282500,14.6
247500,647500,13.17
77500,532500,10.47
317500,347500,17.87
482500,367500,13.03
372500,432500,18.28
237500,972500,6.53
227500,577500,19.83
332500,562500,12.14
252500,682500,12.75
252500,627500,11.91
277500,72500,17.38
332500,417500,9.57
362500,617500,14.49
282500,197500,16.23
457500,477500,15.07
422500,622500,8.46
217500,62500,16.97
517500,417500,15.1
227500,922500,9.03
387500,647500,6.53
587500,327500,11.86
162500,27500,8.33
457500,397500,14.15
202500,547500,10.06
542500,162500,14.2
292500,957500,7.78
252500,117500,12.58
37500,487500,6.35
352500,372500,13.89
192500,857500,7.99
32500,527500,5.85
607500,337500,15.84
352500,757500,10.24
362500,857500,11.84
2500,532500,6.36
357500,527500,20.41
177500,712500,9.1
352500,242500,10.81
342500,577500,12.84
312500,542500,8.87
217500,117500,6.62
217500,212500,13.88
282500,612500,21.79
352500,112500,11.99
117500,522500,7.06
417500,417500,25.43
337500,822500,12.7
522500,192500,15.79
182500,887500,3.79
477500,322500,10.94
202500,207500,9.92
512500,282500,9.39
107500,587500,9.37
212500,747500,17.25
457500,117500,14.39
342500,557500,9.33
377500,172500,12.8
332500,797500,11.67
292500,77500,9.4
607500,147500,12.91
362500,652500,12.68
307500,512500,12.49
432500,402500,24.89
337500,777500,19.61
357500,182500,10.21
392500,372500,18.26
187500,782500,9.45
617500,342500,13.05
297500,687500,9.37
257500,612500,19.59
352500,867500,8.44
462500,427500,12.15
507500,222500,18.12
