Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
432500,187500,0.7,1.63,0.27
432500,1182500,0.5,0.54,0.29
177500,802500,0.3,0.29,0.22
492500,392500,0.64,2.23,0.39
322500,622500,0.77,1.25,0.48
507500,477500,0.62,2,0.43
537500,422500,0.61,1.26,0.39
472500,487500,0.55,1.74,0.36
97500,927500,0.24,0.24,0.17
252500,727500,0.68,0.85,0.45
307500,767500,0.59,0.58,0.34
397500,92500,0.52,1.02,0.27
132500,482500,0.59,1.98,0.33
312500,502500,0.38,1.05,0.27
167500,727500,0.43,0.65,0.35
407500,842500,0.36,1.44,0.18
82500,492500,0.29,1.73,0.17
197500,902500,0.18,0.14,0.11
457500,127500,0.68,1.46,0.32
387500,782500,0.46,2.18,0.26
467500,372500,0.69,2.3,0.43
407500,857500,0.32,0.82,0.15
452500,497500,0.81,1.43,0.52
342500,812500,0.47,0.8,0.26
77500,852500,0.19,0.23,0.12
222500,667500,0.37,0.66,0.25
297500,587500,0.38,1.28,0.24
327500,1032500,0.28,0.36,0.16
182500,27500,0.42,0.63,0.24
452500,337500,0.72,1.61,0.41
177500,627500,0.36,0.78,0.24
432500,217500,0.69,1.28,0.29
147500,722500,0.28,0.4,0.19
167500,732500,0.52,0.77,0.43
147500,537500,0.48,1.84,0.53
172500,672500,0.28,0.44,0.17
237500,122500,0.57,1.72,0.31
162500,542500,0.35,1.01,0.26
252500,812500,0.37,0.3,0.22
422500,167500,0.66,1.27,0.26
422500,352500,0.87,2.48,0.52
452500,212500,0.66,1.46,0.25
247500,247500,0.52,1.63,0.36
422500,537500,0.49,1.36,0.35
467500,292500,0.78,2.27,0.32
442500,397500,0.72,1.67,0.6
467500,467500,0.53,2.25,0.37
542500,182500,0.73,1.34,0.26
562500,187500,0.66,1.26,0.28
282500,587500,0.43,1.26,0.3
222500,947500,0.24,0.24,0.15
242500,587500,0.69,1.38,0.49
307500,597500,0.48,1.19,0.31
217500,587500,0.43,1.16,0.29
17500,517500,0.29,0.8,0.2
177500,842500,0.37,0.31,0.26
337500,582500,0.41,1.04,0.26
352500,862500,0.34,0.86,0.18
217500,842500,0.35,0.3,0.24
122500,867500,0.22,0.19,0.15
147500,477500,0.36,1.3,0.19
207500,932500,0.19,0.16,0.11
357500,322500,0.44,2.47,0.23
382500,182500,0.65,1.68,0.29
297500,602500,0.59,1.15,0.36
442500,1197500,0.38,0.38,0.21
467500,407500,0.6,1.43,0.48
207500,557500,0.36,1.72,0.2
292500,697500,0.37,0.94,0.28
422500,1072500,0.33,1.44,0.18
442500,137500,0.61,1.78,0.25
482500,102500,0.51,0.98,0.24
242500,107500,0.52,1.93,0.28
332500,447500,0.41,0.99,0.29
562500,117500,0.62,1.01,0.26
397500,177500,0.56,2.09,0.23
257500,92500,0.83,1.75,0.46
212500,817500,0.53,0.47,0.39
382500,362500,0.55,2.55,0.37
262500,202500,0.49,1.14,0.33
297500,317500,0.8,1.33,0.5
482500,347500,0.63,2.02,0.31
577500,337500,0.69,1.37,0.31
97500,537500,0.29,4.04,0.23
192500,742500,0.27,0.35,0.22
267500,192500,0.46,0.83,0.29
417500,582500,0.42,1.28,0.3
467500,457500,0.53,1.81,0.38
222500,762500,0.58,0.64,0.44
177500,767500,0.33,0.4,0.27
372500,482500,0.96,1.63,0.7
67500,547500,0.34,1.33,0.21
147500,772500,0.22,0.22,0.14
247500,47500,0.44,0.55,0.22
342500,1002500,0.31,0.35,0.17
422500,422500,0.7,1.84,0.54
447500,1127500,0.34,0.36,0.19
392500,662500,0.4,0.97,0.22
302500,347500,0.63,1.45,0.41
282500,772500,0.4,0.36,0.22
467500,362500,0.74,1.96,0.44
217500,532500,0.36,0.72,0.16
277500,82500,0.77,1.37,0.43
262500,332500,0.45,0.76,0.28
607500,297500,0.64,2.21,0.29
637500,162500,0.68,0.65,0.26
492500,512500,0.47,0.67,0.31
537500,212500,0.73,1.21,0.32
402500,297500,0.79,1.62,0.43
127500,742500,0.21,0.41,0.13
352500,722500,0.34,0.46,0.22
532500,187500,0.79,1.6,0.26
347500,237500,0.5,1.8,0.28
362500,132500,0.45,3.03,0.22
227500,392500,0.32,0.5,0.17
307500,967500,0.27,0.65,0.15
197500,867500,0.29,0.26,0.21
272500,272500,0.47,0.98,0.29
322500,597500,0.46,0.9,0.28
302500,352500,0.68,1.23,0.43
187500,837500,0.24,0.23,0.18
362500,222500,0.58,1.71,0.33
377500,827500,0.44,1.44,0.25
292500,122500,0.56,1.47,0.28
397500,187500,0.57,1.93,0.24
462500,1172500,0.35,0.33,0.2
487500,202500,0.82,1.39,0.31
567500,162500,0.74,0.98,0.32
312500,497500,0.37,0.98,0.26
462500,192500,0.63,2.24,0.23
272500,347500,0.73,1.17,0.51
387500,297500,0.63,1.64,0.32
197500,567500,0.34,1.17,0.17
277500,112500,0.48,2.06,0.24
177500,862500,0.22,0.19,0.14
82500,827500,0.23,0.23,0.15
177500,207500,0.34,0.48,0.19
472500,472500,0.56,1.66,0.39
267500,92500,0.92,2.09,0.54
227500,712500,0.77,1,0.56
382500,457500,0.72,2.22,0.52
387500,112500,0.59,1.79,0.28
382500,497500,1.23,1.9,0.92
242500,602500,0.55,1.29,0.39
247500,562500,0.37,1.1,0.24
407500,517500,0.58,1.99,0.4
447500,487500,0.55,1.57,0.35
437500,372500,0.87,1.88,0.69
317500,942500,0.31,0.39,0.17
412500,117500,0.56,1.75,0.25
572500,257500,0.71,1.55,0.29
187500,757500,0.46,0.56,0.37
357500,357500,0.47,3.11,0.3
207500,917500,0.19,0.16,0.11
337500,1027500,0.31,0.57,0.18
147500,747500,0.28,0.38,0.19
322500,92500,0.43,1.72,0.22
227500,747500,0.59,0.68,0.43
262500,887500,0.24,0.28,0.14
377500,402500,0.65,1.62,0.51
567500,212500,0.67,1.53,0.28
312500,862500,0.21,1.13,0.11
347500,1042500,0.28,0.48,0.15
287500,807500,0.23,0.24,0.11
62500,517500,0.28,2.46,0.17
547500,187500,0.69,1.25,0.26
257500,147500,0.5,0.91,0.27
157500,527500,0.4,2.21,0.32
192500,777500,0.39,0.44,0.32
122500,502500,0.39,3.27,0.26
252500,892500,0.3,0.33,0.18
292500,847500,0.27,0.49,0.15
362500,852500,0.34,1.03,0.17
372500,162500,0.58,1.93,0.29
592500,172500,0.7,0.93,0.34
277500,217500,0.81,1.18,0.52
247500,227500,0.51,1.55,0.32
542500,397500,0.63,1.11,0.33
112500,582500,0.3,2.59,0.19
372500,832500,0.43,1.34,0.24
402500,122500,0.63,1.74,0.27
417500,552500,0.57,1.47,0.48
262500,622500,0.39,1.25,0.26
212500,807500,0.39,0.36,0.29
162500,517500,0.35,1.78,0.2
422500,412500,0.99,2.74,0.74
432500,282500,0.76,1.73,0.34
487500,372500,0.63,2.13,0.35
382500,272500,0.54,1.38,0.32
312500,962500,0.27,0.81,0.15
507500,127500,0.61,1.5,0.3
517500,422500,0.7,1.1,0.61
517500,437500,0.61,1.89,0.43
567500,312500,0.61,1.09,0.28
607500,282500,0.61,2.75,0.26
217500,712500,0.5,0.69,0.36
227500,877500,0.4,0.35,0.25
232500,742500,0.65,0.74,0.46
372500,642500,0.4,1.5,0.23
402500,117500,0.59,1.62,0.26
547500,162500,0.82,1.24,0.33
242500,62500,0.47,1.24,0.25
272500,662500,0.42,1.29,0.26
332500,487500,0.53,1.25,0.43
517500,227500,0.77,1.3,0.28
627500,322500,0.62,1.54,0.28
562500,162500,0.82,1.24,0.35
262500,597500,0.63,1.27,0.45
382500,502500,1.14,1.81,0.84
472500,117500,0.72,1.28,0.36
477500,162500,0.62,1.14,0.24
527500,177500,0.77,1.5,0.25
577500,187500,0.71,1.19,0.34
287500,307500,0.57,1.09,0.36
332500,92500,0.43,1.18,0.2
487500,172500,0.63,1.36,0.23
617500,312500,0.66,1.72,0.33
537500,417500,0.62,1.11,0.4
142500,742500,0.27,0.36,0.19
292500,347500,0.78,1.53,0.53
97500,917500,0.24,0.21,0.17
432500,132500,0.58,1.43,0.27
422500,382500,0.94,1.7,0.62
362500,487500,0.58,1.51,0.44
267500,702500,0.34,0.78,0.22
67500,812500,0.22,0.22,0.14
342500,377500,0.47,1.01,0.42
157500,692500,0.3,0.39,0.18
437500,452500,0.5,2.49,0.36
342500,117500,0.49,2,0.26
437500,92500,0.46,0.58,0.23
512500,347500,0.66,2.18,0.3
322500,712500,0.43,1.2,0.32
332500,652500,0.62,1.09,0.37
252500,52500,0.5,1.34,0.26
437500,392500,0.85,1.81,0.63
142500,947500,0.21,0.17,0.14
262500,227500,0.49,1.3,0.31
292500,687500,0.35,0.91,0.3
327500,277500,0.67,1.52,0.36
367500,272500,0.51,1.55,0.27
367500,357500,0.51,3.1,0.42
422500,567500,0.53,1.42,0.33
217500,237500,0.59,1.81,0.44
312500,582500,0.37,1.85,0.25
257500,912500,0.26,0.31,0.15
327500,837500,0.45,0.6,0.25
397500,252500,0.52,1.68,0.25
417500,182500,0.72,1.73,0.28
492500,387500,0.64,2.01,0.38
312500,972500,0.26,0.31,0.17
117500,497500,0.37,3.11,0.23
537500,332500,0.63,1.26,0.28
277500,52500,0.57,1.43,0.29
182500,797500,0.37,0.36,0.28
207500,87500,0.49,1.48,0.26
247500,622500,0.33,2.27,0.22
342500,422500,0.43,1.29,0.29
262500,872500,0.23,0.34,0.12
257500,677500,0.35,0.88,0.24
452500,537500,0.47,0.68,0.4
102500,742500,0.19,0.28,0.12
567500,302500,0.61,1.62,0.28
592500,222500,0.71,1.42,0.32
262500,222500,0.49,1.36,0.35
372500,422500,0.89,1.8,0.67
312500,872500,0.18,0.19,0.1
387500,802500,0.5,1.03,0.29
412500,467500,0.81,1.46,0.58
262500,897500,0.25,0.25,0.14
372500,497500,0.81,1.5,0.61
452500,332500,0.68,1.79,0.36
602500,242500,0.65,1.24,0.29
562500,237500,0.75,1.46,0.31
202500,772500,0.44,0.47,0.34
187500,37500,0.41,1.02,0.21
532500,332500,0.64,1.26,0.29
347500,442500,0.44,2.86,0.31
477500,417500,0.56,1.69,0.41
187500,852500,0.38,0.34,0.29
272500,287500,0.51,0.84,0.3
157500,947500,0.18,0.17,0.11
262500,967500,0.21,0.21,0.13
312500,522500,0.47,1.27,0.36
352500,652500,0.58,1.23,0.34
472500,332500,0.68,2.26,0.34
322500,97500,0.51,2.21,0.26
247500,617500,0.38,2.11,0.26
337500,837500,0.48,0.74,0.26
267500,747500,0.66,0.72,0.42
432500,107500,0.57,0.8,0.29
402500,472500,1.2,1.75,0.85
452500,417500,0.6,1.62,0.51
247500,72500,0.57,1.48,0.31
352500,322500,0.44,2.32,0.24
272500,67500,0.79,1.5,0.46
167500,847500,0.24,0.2,0.17
292500,202500,1.02,1.36,0.68
287500,262500,0.78,1.17,0.49
447500,152500,0.7,1.29,0.26
127500,497500,0.41,3.12,0.23
232500,327500,0.31,0.71,0.2
292500,257500,0.76,1.17,0.47
342500,352500,0.42,2.38,0.29
482500,182500,0.64,1.08,0.23
57500,527500,0.28,2.23,0.18
492500,107500,0.56,1.3,0.27
382500,257500,0.53,1.55,0.3
382500,332500,0.56,2.74,0.31
602500,207500,0.62,0.77,0.26
157500,207500,0.31,2.84,0.16
127500,847500,0.29,0.3,0.22
192500,72500,0.4,1.27,0.21
277500,92500,0.66,1.68,0.36
487500,337500,0.72,1.69,0.32
52500,502500,0.28,1.36,0.18
537500,327500,0.62,1.31,0.28
287500,247500,0.58,1.07,0.35
632500,142500,0.78,0.98,0.35
382500,662500,0.48,1.23,0.26
262500,692500,0.42,1.07,0.28
617500,227500,0.66,1.23,0.29
357500,832500,0.48,1.07,0.26
397500,522500,0.65,1.45,0.43
422500,237500,0.67,1.61,0.3
367500,227500,0.55,1.45,0.29
242500,807500,0.36,0.31,0.23
302500,687500,0.33,1.18,0.4
637500,332500,0.6,0.83,0.27
547500,197500,0.72,1.23,0.25
207500,807500,0.48,0.45,0.37
242500,562500,0.34,1.25,0.22
282500,607500,0.49,1.17,0.33
372500,182500,0.6,1.79,0.29
72500,797500,0.21,0.24,0.14
257500,572500,0.59,1.28,0.44
312500,747500,0.4,0.7,0.23
272500,762500,0.39,0.41,0.23
207500,822500,0.55,0.49,0.41
247500,392500,0.38,0.86,0.23
357500,377500,0.49,1.95,0.38
402500,517500,0.6,1.65,0.4
332500,787500,0.8,0.81,0.5
452500,122500,0.64,1.99,0.31
522500,382500,0.74,1.42,0.36
257500,52500,0.49,1.16,0.25
427500,157500,0.7,1.37,0.27
617500,282500,0.61,2.06,0.27
207500,707500,0.45,0.67,0.34
122500,667500,0.26,0.52,0.16
292500,717500,0.4,0.92,0.26
397500,632500,0.61,1.47,0.37
587500,307500,0.68,2.49,0.31
617500,252500,0.66,2.59,0.29
127500,942500,0.22,0.19,0.14
342500,647500,0.6,1.2,0.36
387500,572500,0.46,1.15,0.28
477500,357500,0.68,2.14,0.36
617500,232500,0.64,0.85,0.29
202500,852500,0.38,0.34,0.27
337500,777500,1.03,1.04,0.62
517500,307500,0.66,1.75,0.29
572500,137500,0.64,1.17,0.28
432500,142500,0.62,1.27,0.27
412500,122500,0.61,1.55,0.27
537500,177500,0.72,1.28,0.24
622500,247500,0.68,1.57,0.3
517500,252500,0.65,1.31,0.26
162500,727500,0.46,0.66,0.36
332500,342500,0.5,2.08,0.35
372500,577500,0.58,0.96,0.35
407500,457500,0.75,1.4,0.52
442500,562500,0.48,0.68,0.32
262500,822500,0.34,0.3,0.18
167500,712500,0.28,0.38,0.21
507500,422500,0.67,1.96,0.53
17500,507500,0.24,0.71,0.15
317500,177500,0.59,1.31,0.34
432500,1187500,0.49,0.56,0.29
502500,162500,0.64,0.94,0.26
252500,717500,0.63,0.8,0.42
172500,32500,0.52,1.6,0.3
212500,822500,0.48,0.43,0.35
457500,1162500,0.36,0.38,0.2
227500,897500,0.29,0.26,0.18
272500,112500,0.49,1.64,0.24
347500,812500,0.49,0.89,0.27
237500,902500,0.26,0.27,0.16
272500,212500,0.6,1.16,0.44
297500,682500,0.39,0.9,0.53
312500,242500,0.57,1.29,0.33
362500,127500,0.46,2.45,0.21
162500,687500,0.3,0.43,0.19
347500,462500,0.46,1.58,0.37
362500,192500,0.48,1.99,0.23
317500,772500,0.68,0.67,0.4
162500,652500,0.24,0.4,0.14
332500,187500,0.61,1.27,0.4
337500,227500,0.57,1.51,0.33
382500,432500,0.78,1.81,0.6
387500,422500,1.03,2.35,0.8
482500,417500,0.58,1.64,0.42
502500,347500,0.68,2.3,0.31
507500,297500,0.71,1.35,0.3
512500,332500,0.65,1.38,0.3
542500,132500,0.7,0.98,0.32
632500,232500,0.69,0.65,0.33
417500,412500,1.03,2.11,0.76
422500,527500,0.48,1.72,0.34
342500,1012500,0.33,0.75,0.21
137500,827500,0.32,0.34,0.24
472500,267500,0.74,1.49,0.3
242500,252500,0.52,1.56,0.35
267500,272500,0.42,1,0.26
562500,252500,0.72,1.33,0.29
432500,197500,0.58,1.33,0.22
187500,692500,0.38,0.63,0.27
337500,112500,0.56,2.19,0.3
287500,837500,0.3,0.32,0.16
222500,927500,0.35,0.32,0.22
242500,707500,0.65,0.84,0.47
277500,647500,0.39,1.86,0.28
277500,902500,0.26,0.29,0.14
392500,542500,0.81,1.28,0.5
402500,537500,0.77,1.42,0.52
292500,167500,0.41,0.66,0.23
227500,207500,0.36,1,0.22
332500,422500,0.4,0.6,0.25
352500,497500,0.62,1.78,0.53
127500,757500,0.22,0.26,0.15
367500,347500,0.49,3.1,0.3
452500,347500,0.77,1.76,0.5
452500,532500,0.48,0.95,0.44
507500,112500,0.61,1.02,0.28
542500,362500,0.63,1.72,0.29
127500,477500,0.5,1.72,0.27
372500,197500,0.58,1.83,0.26
502500,267500,0.73,1.7,0.29
277500,912500,0.26,0.26,0.14
267500,912500,0.27,0.26,0.15
172500,777500,0.32,0.35,0.25
572500,127500,0.64,1.04,0.29
612500,257500,0.69,2.56,0.3
267500,667500,0.37,1.12,0.23
397500,417500,1,1.5,0.7
412500,172500,0.72,1.83,0.28
437500,462500,0.54,2.21,0.4
157500,517500,0.39,2.45,0.25
442500,217500,0.65,1.4,0.28
337500,627500,0.64,1.06,0.39
422500,247500,0.6,1.65,0.28
282500,677500,0.4,1.06,0.34
382500,322500,0.56,3.1,0.3
637500,297500,0.62,1.78,0.28
597500,167500,0.68,0.81,0.28
307500,307500,0.55,1.5,0.33
522500,187500,0.8,1.33,0.25
342500,672500,0.37,1.19,0.23
442500,462500,0.52,2.71,0.38
207500,782500,0.38,0.39,0.28
277500,567500,0.35,1.87,0.23
327500,217500,0.75,1.43,0.44
347500,727500,0.33,0.66,0.23
467500,287500,0.76,1.92,0.31
467500,397500,0.61,1.35,0.43
537500,402500,0.63,1,0.35
492500,312500,0.81,1.63,0.35
122500,942500,0.22,0.22,0.16
277500,547500,0.33,1.21,0.18
302500,507500,0.31,1.31,0.21
267500,637500,0.46,1.24,0.31
272500,52500,0.5,1.28,0.26
122500,557500,0.32,2.79,0.23
122500,582500,0.34,2.34,0.2
182500,712500,0.32,0.49,0.23
402500,487500,0.96,1.98,0.71
452500,472500,0.48,2.62,0.32
157500,667500,0.3,0.47,0.19
307500,942500,0.32,0.34,0.18
427500,422500,0.71,2.07,0.54
427500,1152500,0.35,0.39,0.19
342500,737500,0.41,1.23,0.26
227500,322500,0.31,0.48,0.18
317500,137500,0.6,1.52,0.29
422500,557500,0.53,1.35,0.36
432500,87500,0.45,0.76,0.22
532500,267500,0.67,1.42,0.27
152500,32500,0.43,1.04,0.25
352500,782500,0.91,0.98,0.52
362500,1037500,0.29,0.48,0.16
272500,907500,0.27,0.3,0.15
287500,662500,0.41,1.12,0.27
327500,557500,0.27,1.93,0.19
372500,797500,0.55,1,0.32
592500,147500,0.7,1.36,0.27
332500,327500,0.45,2.21,0.26
352500,617500,0.44,1.24,0.29
462500,462500,0.5,2.17,0.35
257500,617500,0.43,1.73,0.3
322500,832500,0.41,0.61,0.22
337500,762500,0.51,0.74,0.3
442500,477500,0.49,3.01,0.34
242500,632500,0.28,2.15,0.18
132500,532500,0.39,2.71,0.26
102500,507500,0.3,3.14,0.2
232500,677500,0.42,0.82,0.33
632500,327500,0.62,1.29,0.28
472500,137500,0.76,1.36,0.37
217500,117500,0.38,0.45,0.18
82500,512500,0.28,2.45,0.16
302500,797500,0.74,0.6,0.44
302500,792500,0.58,0.49,0.34
222500,732500,0.51,0.63,0.36
457500,147500,0.74,1.47,0.29
202500,877500,0.4,0.34,0.27
232500,62500,0.54,1.84,0.29
217500,882500,0.32,0.32,0.21
527500,417500,0.67,1.44,0.52
277500,907500,0.25,0.27,0.14
377500,777500,0.51,1.79,0.29
522500,432500,0.63,2.94,0.46
467500,252500,0.75,1.77,0.3
292500,667500,0.43,1.24,0.32
347500,697500,0.3,0.44,0.19
517500,137500,0.65,1.11,0.32
352500,487500,0.49,2,0.37
387500,352500,0.7,2.28,0.48
232500,242500,0.45,1.52,0.33
142500,597500,0.4,0.94,0.25
337500,242500,0.52,1.48,0.3
557500,122500,0.67,1.02,0.29
432500,462500,0.57,2.12,0.43
427500,192500,0.61,1.59,0.23
72500,552500,0.43,1.29,0.27
307500,502500,0.33,1.47,0.23
342500,627500,0.51,1.07,0.32
82500,822500,0.24,0.23,0.15
602500,267500,0.65,2.4,0.27
217500,52500,0.45,1.14,0.23
287500,207500,0.65,1.09,0.45
287500,82500,0.57,1.16,0.3
382500,552500,0.74,1.34,0.45
302500,172500,0.46,1.2,0.26
482500,362500,0.66,1.99,0.36
342500,762500,0.53,0.83,0.31
277500,677500,0.41,1.37,0.3
617500,292500,0.63,2.55,0.29
137500,592500,0.51,1.23,0.31
427500,482500,0.58,2.5,0.43
352500,397500,0.56,1.45,0.47
377500,557500,0.63,1.34,0.39
397500,242500,0.52,1.4,0.24
582500,142500,0.63,1.36,0.26
267500,927500,0.49,0.48,0.3
202500,37500,0.38,0.51,0.19
417500,447500,0.66,1.62,0.48
432500,437500,0.65,1.49,0.46
342500,547500,0.37,2.85,0.25
372500,267500,0.56,1.41,0.3
372500,92500,0.54,1.71,0.26
272500,222500,0.58,1.3,0.38
517500,342500,0.65,1.76,0.29
217500,812500,0.42,0.38,0.3
262500,257500,0.44,1.2,0.29
397500,512500,0.82,1.49,0.56
582500,252500,0.68,1.34,0.27
482500,247500,0.75,1.6,0.27
317500,102500,0.54,2.15,0.27
407500,102500,0.55,1.14,0.28
257500,247500,0.48,1.35,0.33
242500,262500,0.38,0.66,0.26
412500,252500,0.55,1.64,0.26
377500,772500,0.53,1.53,0.31
327500,387500,0.42,1.19,0.29
237500,737500,0.78,0.9,0.54
432500,302500,0.67,2.02,0.34
377500,447500,0.64,1.99,0.47
257500,272500,0.37,1.15,0.22
507500,122500,0.62,1.33,0.31
652500,282500,0.58,0.89,0.2
42500,482500,0.22,1.03,0.14
302500,622500,0.65,1.12,0.4
307500,687500,0.34,1.13,0.32
307500,672500,0.42,1.59,0.34
382500,127500,0.53,2.13,0.24
372500,522500,0.51,1.4,0.33
212500,72500,0.64,1.33,0.35
402500,477500,1.09,1.63,0.77
412500,152500,0.6,1.33,0.23
347500,457500,0.45,1.74,0.31
417500,142500,0.61,1.39,0.25
382500,442500,0.78,1.72,0.56
382500,372500,0.54,2.27,0.35
212500,797500,0.37,0.36,0.27
437500,367500,0.87,1.92,0.63
247500,62500,0.49,1.27,0.25
532500,362500,0.64,1.71,0.29
537500,232500,0.76,1.51,0.29
102500,937500,0.25,0.24,0.18
422500,472500,0.76,2.15,0.56
132500,902500,0.2,0.16,0.13
157500,32500,0.43,1.11,0.24
322500,277500,0.61,1.44,0.33
212500,202500,0.42,1.11,0.26
202500,837500,0.38,0.33,0.28
317500,167500,0.44,0.71,0.26
442500,1162500,0.46,0.5,0.27
162500,827500,0.29,0.3,0.23
297500,797500,0.81,0.62,0.47
302500,342500,0.58,1.48,0.38
277500,257500,0.71,1.07,0.45
317500,187500,0.65,1.31,0.43
147500,852500,0.32,0.32,0.23
212500,207500,0.44,1.44,0.28
227500,92500,0.61,1.94,0.35
437500,342500,0.74,1.92,0.42
457500,112500,0.6,1.09,0.41
507500,202500,0.8,1.51,0.28
402500,352500,0.87,2.54,0.52
152500,487500,0.43,1.33,0.25
302500,322500,0.84,1.44,0.53
212500,947500,0.21,1.82,0.12
352500,547500,0.34,1.81,0.23
227500,602500,0.38,1.47,0.27
257500,837500,0.24,0.29,0.14
467500,192500,0.7,1.75,0.26
432500,227500,0.75,1.64,0.31
147500,522500,0.43,2.61,0.35
197500,42500,0.42,1.26,0.22
362500,97500,0.57,2.42,0.27
62500,507500,0.43,1.55,0.27
202500,672500,0.35,0.65,0.25
332500,117500,0.55,2.21,0.3
367500,467500,0.75,2.07,0.56
337500,527500,0.73,1.73,0.58
262500,617500,0.48,1.38,0.33
452500,167500,0.7,1.42,0.3
177500,807500,0.3,0.28,0.22
457500,332500,0.67,1.67,0.34
477500,327500,0.77,2.05,0.34
307500,297500,0.49,1.26,0.28
237500,702500,0.66,0.86,0.46
577500,122500,0.61,0.88,0.28
137500,742500,0.24,0.31,0.16
257500,882500,0.33,0.3,0.19
287500,782500,0.64,0.52,0.37
112500,482500,0.44,2.3,0.26
257500,872500,0.3,0.3,0.17
182500,722500,0.28,0.42,0.21
377500,487500,1.03,1.72,0.77
497500,207500,0.85,1.42,0.33
187500,62500,0.45,1.12,0.25
332500,532500,0.83,1.77,0.63
277500,857500,0.15,0.26,0.08
247500,797500,0.46,0.38,0.28
312500,662500,0.5,1.07,0.34
607500,337500,0.7,1.9,0.33
157500,752500,0.34,0.49,0.27
497500,377500,0.69,1.56,0.38
482500,127500,0.69,1.03,0.35
327500,177500,0.47,0.65,0.28
487500,412500,0.66,2.29,0.6
177500,47500,0.54,1.32,0.31
307500,922500,0.27,0.36,0.14
362500,242500,0.49,1.6,0.26
392500,407500,0.78,1.7,0.55
392500,77500,0.48,0.79,0.21
482500,122500,0.67,1.12,0.35
567500,112500,0.59,1.04,0.26
397500,397500,0.78,1.6,0.54
547500,107500,0.56,1.21,0.25
232500,857500,0.28,0.23,0.16
377500,407500,0.65,1.57,0.54
482500,392500,0.61,1.53,0.4
607500,222500,0.65,1.14,0.28
402500,837500,0.37,1.21,0.18
242500,392500,0.38,1.07,0.23
397500,122500,0.66,1.78,0.29
392500,207500,0.73,1.44,0.34
342500,317500,0.43,2.26,0.24
407500,212500,0.7,1.46,0.31
307500,142500,0.48,1.1,0.26
257500,732500,0.55,0.73,0.37
282500,942500,0.28,0.27,0.15
232500,847500,0.34,0.28,0.21
437500,467500,0.53,2.63,0.38
182500,57500,0.43,1.38,0.24
477500,402500,0.58,1.43,0.4
222500,562500,0.4,1.12,0.24
342500,987500,0.24,0.48,0.12
197500,752500,0.3,0.37,0.22
442500,492500,0.49,2.14,0.31
367500,152500,0.62,2.19,0.34
477500,442500,0.52,3.96,0.44
162500,717500,0.28,0.37,0.21
202500,632500,0.38,0.76,0.28
287500,917500,0.31,0.3,0.17
392500,402500,0.71,1.56,0.5
507500,317500,0.68,1.49,0.29
137500,597500,0.41,1.07,0.25
497500,122500,0.69,1.15,0.35
302500,377500,0.38,1.32,0.25
267500,832500,0.23,0.31,0.12
412500,1167500,0.27,0.21,0.14
177500,642500,0.4,0.73,0.26
247500,82500,0.64,1.52,0.36
342500,312500,0.43,2.41,0.23
417500,367500,0.95,2.41,0.6
102500,572500,0.39,2.07,0.25
427500,232500,0.68,1.58,0.29
517500,202500,0.79,1.32,0.26
302500,957500,0.3,0.37,0.17
327500,272500,0.62,1.7,0.34
142500,877500,0.2,0.19,0.12
227500,907500,0.27,0.25,0.16
152500,557500,0.4,2.66,0.27
257500,897500,0.24,0.27,0.14
277500,712500,0.47,0.62,0.29
342500,837500,0.46,0.74,0.25
347500,587500,0.5,1.03,0.32
382500,147500,0.58,1.93,0.26
257500,317500,0.32,0.45,0.21
392500,382500,0.67,1.77,0.44
392500,392500,0.68,2.21,0.46
142500,817500,0.27,0.27,0.2
412500,107500,0.55,1.08,0.27
232500,802500,0.32,0.33,0.23
227500,482500,0.4,0.63,0.21
332500,967500,0.25,0.39,0.13
402500,542500,0.81,1.2,0.51
467500,312500,0.72,1.97,0.31
302500,742500,0.45,0.64,0.28
142500,722500,0.25,0.33,0.16
397500,167500,0.55,1.75,0.23
192500,762500,0.46,0.56,0.39
417500,477500,0.9,1.66,0.65
422500,402500,1.24,2.55,0.88
242500,52500,0.45,0.89,0.23
522500,182500,0.78,1.36,0.24
522500,472500,0.55,1.88,0.36
537500,367500,0.69,3.31,0.31
492500,172500,0.66,0.93,0.25
272500,552500,0.34,1.52,0.21
327500,527500,0.8,1.57,0.61
107500,922500,0.3,0.28,0.22
382500,202500,0.62,1.64,0.31
217500,697500,0.63,0.88,0.47
142500,802500,0.35,0.38,0.3
277500,747500,0.39,0.58,0.24
437500,162500,0.77,1.3,0.31
497500,227500,0.75,1.75,0.29
427500,137500,0.61,1.43,0.28
222500,327500,0.32,0.74,0.18
267500,577500,0.49,1.3,0.36
292500,747500,0.6,0.68,0.36
212500,832500,0.49,0.41,0.35
382500,387500,0.65,1.5,0.43
312500,732500,0.32,0.92,0.21
472500,462500,0.55,2.07,0.4
197500,632500,0.45,0.79,0.28
527500,112500,0.65,1.05,0.29
327500,752500,0.38,0.81,0.22
232500,322500,0.31,0.43,0.18
392500,247500,0.51,1.51,0.25
312500,777500,0.81,0.76,0.5
417500,1162500,0.29,0.32,0.16
252500,957500,0.36,0.36,0.23
277500,702500,0.37,0.84,0.24
442500,407500,0.66,1.91,0.6
447500,542500,0.47,0.74,0.47
442500,277500,0.66,1.85,0.27
447500,87500,0.53,0.99,0.25
87500,527500,0.33,3.53,0.22
312500,677500,0.4,0.91,0.28
172500,887500,0.2,0.17,0.12
