Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
452500,382500,0.73,2.42,0.52
17500,907500,0.28,0.85,0.21
107500,487500,0.42,3.39,0.24
367500,187500,0.54,2.09,0.24
222500,867500,0.4,0.33,0.25
82500,562500,0.55,1.38,0.34
462500,412500,0.58,1.65,0.52
452500,407500,0.6,1.55,0.55
492500,327500,0.79,1.47,0.35
57500,567500,0.25,1.83,0.18
267500,682500,0.49,0.84,0.32
92500,862500,0.2,0.16,0.12
12500,492500,0.33,0.74,0.21
182500,742500,0.32,0.41,0.27
187500,642500,0.44,0.76,0.28
187500,707500,0.36,0.55,0.26
307500,362500,0.48,1.81,0.33
357500,547500,0.44,1.55,0.28
427500,267500,0.68,1.56,0.28
487500,247500,0.7,1.63,0.26
377500,1052500,0.28,0.33,0.15
512500,197500,0.76,1.3,0.24
247500,837500,0.23,0.26,0.14
592500,312500,0.68,2.15,0.3
462500,272500,0.76,1.88,0.29
62500,497500,0.27,1.51,0.16
132500,542500,0.33,2.32,0.28
582500,147500,0.62,1.19,0.25
177500,707500,0.29,0.45,0.21
332500,632500,0.58,1,0.36
282500,87500,0.64,1.4,0.36
307500,292500,0.47,1.39,0.29
372500,367500,0.5,3.07,0.36
222500,567500,0.42,0.95,0.26
232500,777500,0.51,0.53,0.37
277500,812500,0.43,0.31,0.23
392500,667500,0.4,1.28,0.23
537500,102500,0.55,0.88,0.23
527500,202500,0.81,1.17,0.29
552500,322500,0.63,1.32,0.31
247500,607500,0.51,1.26,0.36
212500,827500,0.54,0.46,0.39
247500,212500,0.45,1.46,0.29
522500,352500,0.64,1.82,0.29
237500,397500,0.35,0.56,0.21
627500,157500,0.72,1.09,0.28
612500,222500,0.65,1.22,0.27
262500,362500,0.83,1.31,0.61
312500,532500,0.36,1.77,0.29
302500,197500,0.92,1.54,0.62
82500,867500,0.21,0.19,0.13
277500,637500,0.47,1.52,0.31
302500,802500,0.85,0.68,0.5
62500,567500,0.29,1.41,0.2
242500,102500,0.53,1.43,0.28
322500,502500,0.72,1.26,0.56
312500,342500,0.7,1.35,0.44
357500,467500,0.51,1.96,0.36
462500,517500,0.59,1.92,0.43
397500,412500,1,1.59,0.69
532500,152500,0.79,1.24,0.31
527500,357500,0.62,1.58,0.28
227500,682500,0.4,0.79,0.3
22500,507500,0.31,0.99,0.21
82500,872500,0.22,0.23,0.14
637500,302500,0.61,1.73,0.3
427500,142500,0.62,1.55,0.26
257500,107500,0.5,1.63,0.27
282500,242500,0.57,0.99,0.34
212500,747500,0.51,0.65,0.4
332500,767500,0.66,0.76,0.39
357500,787500,1.02,1.1,0.58
452500,1172500,0.38,0.37,0.21
212500,47500,0.38,0.53,0.19
532500,177500,0.77,1.72,0.24
397500,827500,0.36,1.52,0.2
302500,772500,0.65,0.61,0.39
297500,842500,0.28,0.4,0.15
562500,247500,0.72,1.44,0.29
467500,207500,0.62,1.47,0.25
297500,167500,0.43,0.96,0.25
7500,902500,0.28,1.25,0.21
352500,222500,0.5,1.86,0.27
312500,832500,0.29,0.46,0.15
102500,902500,0.23,0.2,0.16
267500,547500,0.31,1.1,0.17
312500,222500,0.74,1.51,0.48
317500,357500,0.54,1.45,0.35
222500,907500,0.28,0.24,0.16
247500,817500,0.22,0.22,0.13
237500,727500,0.67,0.86,0.47
327500,967500,0.26,0.55,0.14
457500,417500,0.58,1.53,0.46
262500,652500,0.47,1.67,0.35
292500,127500,0.6,1.37,0.31
527500,467500,0.52,0.66,0.33
407500,87500,0.51,0.65,0.25
122500,552500,0.3,2.62,0.19
277500,97500,0.54,1.82,0.28
467500,417500,0.57,1.43,0.44
247500,77500,0.63,1.72,0.35
212500,147500,0.37,0.38,0.18
132500,822500,0.25,0.22,0.18
397500,152500,0.65,1.65,0.28
272500,232500,0.45,1.22,0.28
227500,82500,0.69,1.84,0.39
252500,862500,0.23,0.35,0.13
257500,777500,0.54,0.47,0.34
322500,227500,1.01,1.5,0.58
342500,322500,0.42,2.41,0.24
217500,652500,0.27,0.63,0.2
62500,547500,0.31,1.38,0.19
207500,877500,0.37,0.32,0.25
307500,807500,0.73,0.63,0.43
332500,527500,0.78,1.66,0.6
387500,412500,0.76,1.68,0.58
402500,347500,0.75,2.29,0.45
397500,337500,0.68,2.73,0.39
497500,182500,0.69,1.22,0.32
547500,332500,0.62,0.75,0.27
362500,847500,0.33,1.35,0.18
332500,352500,0.54,1.91,0.46
552500,117500,0.59,1.19,0.27
507500,402500,0.66,1.67,0.41
587500,262500,0.7,1.74,0.29
372500,607500,0.85,1.34,0.53
202500,872500,0.37,0.3,0.24
242500,967500,0.24,0.26,0.14
432500,212500,0.65,1.81,0.32
277500,847500,0.2,0.52,0.12
522500,322500,0.64,1.46,0.3
322500,967500,0.25,0.71,0.14
527500,362500,0.64,1.44,0.29
232500,77500,0.64,1.83,0.38
162500,817500,0.25,0.25,0.18
192500,787500,0.47,0.51,0.38
577500,107500,0.58,0.76,0.24
297500,752500,0.41,0.63,0.24
417500,422500,0.82,2.09,0.63
247500,352500,0.49,1.22,0.36
317500,312500,0.45,1.57,0.26
347500,987500,0.25,0.57,0.12
262500,637500,0.42,1.36,0.28
487500,217500,0.65,1.62,0.24
62500,527500,0.29,2.44,0.18
242500,547500,0.34,1.99,0.18
622500,342500,0.64,0.89,0.29
52500,537500,0.29,2.1,0.2
222500,657500,0.31,0.67,0.21
252500,682500,0.39,0.85,0.27
92500,592500,0.29,1.12,0.17
382500,452500,0.67,2.29,0.49
107500,932500,0.32,0.34,0.25
347500,262500,0.44,1.85,0.23
422500,117500,0.61,1.07,0.27
97500,532500,0.31,3.45,0.21
442500,152500,0.67,1.31,0.26
362500,87500,0.46,1.99,0.19
117500,572500,0.34,2.17,0.2
432500,297500,0.7,1.88,0.37
357500,702500,0.32,0.53,0.19
372500,477500,0.71,1.39,0.5
142500,557500,0.53,1.74,0.31
327500,1012500,0.3,0.81,0.18
557500,302500,0.58,1.24,0.26
327500,502500,0.91,1.55,0.73
72500,802500,0.22,0.26,0.15
87500,867500,0.2,0.17,0.12
477500,147500,0.74,1.34,0.33
312500,622500,0.72,1.18,0.44
357500,682500,0.34,1.15,0.21
222500,107500,0.39,1.2,0.19
122500,852500,0.23,0.22,0.15
257500,77500,0.94,1.36,0.51
212500,892500,0.3,0.31,0.21
437500,327500,0.71,1.89,0.38
282500,547500,0.3,0.76,0.17
247500,342500,0.37,0.96,0.25
222500,707500,0.68,0.92,0.5
382500,792500,0.63,1.06,0.36
482500,267500,0.75,1.43,0.31
242500,492500,0.6,0.99,0.37
97500,902500,0.21,0.17,0.15
452500,272500,0.68,1.72,0.26
367500,362500,0.48,3.02,0.33
382500,582500,0.55,1.07,0.35
447500,462500,0.48,2.54,0.35
547500,142500,0.68,1.16,0.31
302500,932500,0.34,0.34,0.19
327500,532500,0.69,1.63,0.51
352500,412500,0.56,1.94,0.41
327500,327500,0.49,2.1,0.29
242500,77500,0.61,1.68,0.34
352500,557500,0.32,1.95,0.2
462500,1167500,0.36,0.33,0.2
487500,472500,0.61,1.92,0.43
502500,192500,0.74,1.41,0.26
542500,372500,0.72,1.56,0.34
387500,122500,0.59,2.17,0.25
272500,47500,0.45,1.31,0.22
142500,587500,0.43,1.23,0.27
457500,1192500,0.42,0.46,0.24
487500,177500,0.66,1.12,0.24
482500,312500,0.83,2.67,0.36
197500,637500,0.4,0.74,0.25
352500,187500,0.5,0.9,0.24
307500,947500,0.31,0.34,0.17
222500,642500,0.27,0.82,0.19
312500,227500,0.75,1.69,0.5
357500,447500,0.69,1.64,0.45
172500,207500,0.33,0.75,0.17
237500,772500,0.66,0.64,0.46
482500,167500,0.64,1.12,0.23
157500,962500,0.18,0.15,0.11
352500,522500,0.77,2.44,0.63
517500,117500,0.62,1.11,0.31
192500,82500,0.37,0.44,0.18
632500,307500,0.63,1.27,0.29
382500,402500,0.65,1.39,0.46
302500,257500,0.53,1.22,0.33
282500,612500,0.53,1.11,0.35
557500,197500,0.72,1.29,0.26
537500,137500,0.71,1.18,0.33
317500,547500,0.29,2.43,0.22
532500,167500,0.73,1.37,0.26
352500,207500,0.63,1.57,0.34
362500,532500,0.39,1.91,0.27
442500,212500,0.61,1.35,0.26
362500,602500,0.75,1.13,0.46
202500,622500,0.31,0.6,0.21
412500,602500,0.51,1.17,0.31
72500,562500,0.47,1.46,0.3
427500,567500,0.51,1.25,0.3
307500,637500,0.43,1.3,0.27
552500,142500,0.63,1.1,0.28
342500,112500,0.54,2.14,0.29
342500,707500,0.4,1.28,0.26
247500,787500,0.38,0.32,0.23
347500,97500,0.43,1.69,0.2
497500,162500,0.64,0.94,0.26
312500,92500,0.46,1.65,0.21
132500,827500,0.3,0.3,0.21
322500,842500,0.29,0.52,0.16
602500,257500,0.69,1.94,0.3
197500,882500,0.33,0.27,0.21
347500,482500,0.44,1.41,0.34
462500,92500,0.58,0.72,0.32
517500,267500,0.67,1.37,0.26
247500,582500,0.68,1.42,0.51
252500,697500,0.41,0.76,0.29
297500,672500,0.41,1.31,0.29
347500,102500,0.52,2.09,0.24
437500,377500,0.86,1.79,0.63
567500,197500,0.69,1.35,0.27
77500,837500,0.22,0.24,0.15
162500,722500,0.34,0.48,0.26
192500,767500,0.42,0.49,0.35
637500,257500,0.63,1.3,0.27
222500,797500,0.41,0.39,0.29
227500,917500,0.39,0.35,0.24
372500,207500,0.49,1.35,0.27
192500,817500,0.38,0.37,0.3
342500,532500,0.65,2.21,0.5
337500,262500,0.49,1.79,0.27
512500,427500,0.73,1.15,0.64
312500,212500,0.93,1.31,0.59
112500,912500,0.32,0.31,0.24
167500,222500,0.32,0.37,0.16
302500,917500,0.26,0.31,0.14
327500,797500,0.5,0.53,0.29
62500,557500,0.36,1.32,0.23
142500,522500,0.4,2.32,0.33
217500,717500,0.58,0.74,0.41
302500,607500,0.62,1.15,0.4
317500,287500,0.66,1.52,0.37
317500,462500,0.36,0.54,0.25
327500,822500,0.53,0.58,0.29
347500,532500,0.55,2.56,0.42
317500,482500,0.41,1.12,0.32
82500,832500,0.3,0.32,0.19
362500,577500,0.6,1.04,0.37
387500,102500,0.57,1.94,0.26
212500,762500,0.48,0.55,0.37
362500,292500,0.62,1.92,0.31
367500,402500,0.57,1.57,0.6
487500,502500,0.77,1.24,0.49
267500,802500,0.45,0.33,0.25
182500,847500,0.4,0.37,0.31
407500,82500,0.47,0.62,0.23
507500,457500,0.55,3.04,0.39
417500,537500,0.55,1.51,0.37
182500,717500,0.32,0.45,0.23
357500,852500,0.34,0.94,0.17
137500,522500,0.42,2.36,0.35
407500,142500,0.58,1.67,0.24
407500,482500,1.08,1.95,0.78
342500,1017500,0.31,0.52,0.18
202500,767500,0.33,0.39,0.28
547500,202500,0.76,1.2,0.28
352500,372500,0.46,1.87,0.34
282500,902500,0.23,0.31,0.12
552500,267500,0.61,1.41,0.26
272500,882500,0.21,0.32,0.11
372500,757500,0.4,0.74,0.26
357500,272500,0.49,1.82,0.25
427500,382500,1.13,1.71,0.74
392500,372500,0.69,1.91,0.46
217500,662500,0.28,0.5,0.2
327500,722500,0.33,0.66,0.24
372500,217500,0.6,2.18,0.35
387500,117500,0.58,1.83,0.26
387500,637500,0.43,1.2,0.25
277500,932500,0.31,0.32,0.18
307500,677500,0.4,1.04,0.3
232500,92500,0.55,1.76,0.3
462500,112500,0.59,1.16,0.34
552500,297500,0.57,1.21,0.26
397500,582500,0.52,1.21,0.3
257500,227500,0.5,1.45,0.33
237500,362500,0.34,0.52,0.2
272500,717500,0.57,0.74,0.37
107500,557500,0.31,2.12,0.22
232500,667500,0.52,1.3,0.38
367500,677500,0.41,0.9,0.26
422500,332500,0.66,2.55,0.37
332500,962500,0.24,0.46,0.12
477500,392500,0.59,1.43,0.37
137500,537500,0.43,2.65,0.31
232500,102500,0.5,1.78,0.27
442500,182500,0.77,1.5,0.28
457500,432500,0.53,1.89,0.43
512500,407500,0.69,1.47,0.44
122500,722500,0.2,0.24,0.12
42500,522500,0.23,1.91,0.16
357500,142500,0.46,2.46,0.21
282500,62500,0.6,1.52,0.34
342500,807500,0.48,0.72,0.27
312500,317500,0.55,1.51,0.34
337500,337500,0.46,2.32,0.29
392500,457500,0.66,1.99,0.48
507500,357500,0.64,1.7,0.31
462500,1162500,0.35,0.32,0.19
282500,107500,0.45,1.9,0.22
182500,232500,0.35,0.88,0.19
292500,612500,0.61,1.13,0.38
532500,107500,0.63,1.4,0.27
362500,277500,0.64,1.68,0.32
637500,157500,0.7,0.7,0.27
642500,257500,0.61,1.27,0.27
372500,442500,0.6,2.42,0.46
382500,767500,0.37,0.63,0.23
502500,397500,0.64,1.75,0.4
247500,647500,0.36,1.38,0.23
337500,297500,0.65,1.8,0.33
302500,692500,0.35,1.15,0.4
112500,472500,0.34,1.43,0.17
262500,97500,0.7,1.7,0.39
267500,922500,0.38,0.35,0.22
302500,512500,0.34,1.27,0.23
102500,477500,0.32,2.25,0.15
377500,262500,0.53,1.42,0.28
207500,622500,0.26,0.48,0.18
432500,422500,0.65,1.76,0.54
312500,787500,0.69,0.64,0.43
417500,372500,0.99,2.5,0.65
512500,412500,0.69,1.61,0.49
502500,482500,0.55,1.82,0.39
52500,562500,0.26,2.37,0.19
367500,117500,0.52,2.25,0.24
422500,432500,0.7,1.74,0.51
462500,247500,0.76,1.81,0.3
517500,337500,0.65,1.67,0.29
557500,172500,0.73,1.18,0.31
142500,502500,0.57,2.37,0.3
252500,857500,0.21,0.46,0.13
262500,1022500,0.23,0.42,0.14
292500,812500,0.24,0.31,0.13
347500,757500,0.4,1.02,0.25
392500,612500,0.88,1.22,0.51
452500,177500,0.67,1.48,0.24
647500,312500,0.59,1.34,0.26
307500,367500,0.44,1.63,0.32
57500,552500,0.28,1.45,0.18
282500,707500,0.36,0.72,0.23
317500,147500,0.44,0.77,0.23
412500,407500,1.14,2.03,0.83
282500,372500,0.56,1.32,0.38
232500,557500,0.38,1.02,0.23
137500,927500,0.2,0.2,0.13
172500,692500,0.29,0.41,0.19
292500,642500,0.37,1.51,0.23
367500,842500,0.44,1.56,0.24
237500,332500,0.31,0.55,0.2
242500,622500,0.3,2.05,0.21
392500,427500,1.07,1.77,0.79
402500,577500,0.48,1.41,0.3
412500,132500,0.64,1.62,0.29
497500,127500,0.66,1.04,0.32
117500,547500,0.3,2.59,0.19
517500,332500,0.63,1.42,0.28
552500,232500,0.75,1.29,0.29
487500,357500,0.65,1.49,0.33
347500,257500,0.43,1.82,0.23
447500,352500,0.81,1.86,0.56
242500,727500,0.68,0.84,0.46
252500,962500,0.29,0.28,0.17
507500,247500,0.66,1.51,0.27
347500,222500,0.52,2.06,0.28
377500,457500,0.84,1.93,0.61
252500,202500,0.45,1.3,0.29
367500,342500,0.5,3.46,0.3
492500,472500,0.67,2.02,0.46
202500,222500,0.44,1.81,0.3
237500,732500,0.81,0.93,0.55
317500,832500,0.39,0.56,0.21
337500,1032500,0.34,0.57,0.19
127500,552500,0.31,2.56,0.2
397500,102500,0.54,1.62,0.26
407500,127500,0.67,1.57,0.3
422500,127500,0.59,1.27,0.26
612500,212500,0.62,0.8,0.26
222500,472500,0.37,0.51,0.17
372500,462500,1.02,1.87,0.76
372500,567500,0.5,1.21,0.31
392500,112500,0.57,1.59,0.26
197500,217500,0.42,1.68,0.31
237500,657500,0.37,1.34,0.27
427500,302500,0.68,1.76,0.35
592500,292500,0.61,1.89,0.27
232500,497500,0.36,0.58,0.19
197500,232500,0.46,1.58,0.26
267500,347500,0.69,1.08,0.47
347500,857500,0.35,0.81,0.18
427500,577500,0.46,1.23,0.35
482500,507500,0.71,1.54,0.46
517500,162500,0.66,0.99,0.25
332500,397500,0.48,0.9,0.41
337500,352500,0.46,2.21,0.38
502500,302500,0.75,1.36,0.31
287500,347500,0.82,1.44,0.55
407500,222500,0.84,1.67,0.38
492500,362500,0.64,1.97,0.34
107500,597500,0.28,2,0.18
267500,77500,0.98,1.53,0.56
77500,562500,0.5,1.41,0.32
252500,742500,0.75,0.83,0.5
392500,282500,0.68,1.44,0.34
397500,857500,0.39,1.21,0.2
427500,442500,0.64,1.79,0.45
322500,662500,0.5,1.14,0.3
422500,612500,0.46,1.19,0.28
247500,257500,0.45,1.32,0.31
362500,517500,0.75,2.36,0.6
587500,132500,0.66,1.41,0.27
342500,257500,0.42,1.94,0.23
522500,417500,0.73,1.01,0.72
262500,767500,0.46,0.41,0.27
447500,267500,0.65,1.69,0.27
512500,262500,0.65,1.53,0.25
287500,142500,0.91,1.34,0.51
552500,222500,0.77,1.17,0.31
457500,217500,0.64,1.58,0.24
507500,302500,0.73,1.46,0.3
237500,832500,0.24,0.27,0.15
402500,587500,0.52,1.22,0.31
172500,27500,0.43,1.19,0.24
342500,277500,0.55,1.6,0.29
232500,582500,0.49,1.03,0.34
242500,367500,0.35,1.1,0.23
252500,62500,0.54,1.31,0.29
362500,662500,0.69,0.9,0.39
367500,472500,0.56,2.07,0.41
427500,132500,0.61,1.3,0.27
432500,172500,0.7,1.45,0.26
217500,747500,0.68,0.81,0.52
502500,102500,0.52,0.91,0.24
417500,162500,0.66,1.56,0.26
332500,272500,0.57,1.49,0.3
347500,332500,0.45,2.58,0.25
57500,562500,0.3,1.52,0.2
527500,332500,0.63,1.46,0.28
562500,227500,0.71,1.49,0.29
492500,507500,0.61,1.34,0.39
277500,287500,0.66,1.02,0.41
312500,267500,0.55,1.38,0.31
72500,807500,0.22,0.28,0.15
152500,937500,0.17,0.14,0.11
352500,407500,0.54,1.72,0.41
387500,257500,0.58,1.63,0.3
387500,797500,0.55,1,0.32
347500,802500,0.4,0.79,0.23
452500,307500,0.79,2.06,0.38
542500,162500,0.78,1.13,0.31
547500,322500,0.64,1.27,0.32
567500,187500,0.68,1.11,0.29
507500,367500,0.65,1.46,0.32
582500,247500,0.66,1.33,0.27
602500,217500,0.62,0.96,0.26
137500,852500,0.27,0.3,0.21
167500,32500,0.5,1.62,0.28
132500,927500,0.2,0.18,0.13
287500,77500,0.54,1.29,0.3
547500,122500,0.62,1.34,0.3
42500,502500,0.24,2,0.17
92500,567500,0.56,1.41,0.34
187500,32500,0.41,0.64,0.22
547500,377500,0.69,1.77,0.34
292500,512500,0.32,0.65,0.17
367500,202500,0.5,1.36,0.28
312500,922500,0.21,1,0.1
237500,697500,0.5,0.71,0.36
597500,287500,0.61,2.23,0.28
167500,227500,0.32,0.32,0.16
282500,892500,0.16,0.25,0.09
217500,212500,0.48,1.78,0.3
277500,822500,0.35,0.29,0.18
317500,777500,0.95,0.89,0.59
387500,532500,0.95,1.47,0.61
232500,382500,0.34,1.25,0.19
272500,122500,0.49,1.6,0.25
207500,922500,0.19,0.17,0.12
377500,597500,0.76,1.13,0.47
337500,1012500,0.35,0.66,0.21
397500,357500,0.72,2.37,0.46
302500,82500,0.44,1.24,0.22
82500,862500,0.2,0.19,0.12
212500,902500,0.23,0.21,0.14
192500,792500,0.44,0.47,0.36
377500,472500,0.85,1.49,0.61
102500,472500,0.3,1.82,0.14
297500,607500,0.64,1.2,0.41
227500,717500,0.76,0.96,0.55
172500,532500,0.31,1.52,0.19
372500,412500,0.72,1.51,0.57
377500,382500,0.56,1.73,0.39
342500,237500,0.49,1.86,0.28
412500,487500,0.78,1.89,0.57
427500,537500,0.48,1.53,0.36
437500,1157500,0.46,0.51,0.27
447500,372500,0.82,1.91,0.62
172500,767500,0.29,0.37,0.24
332500,302500,0.48,2.11,0.26
262500,372500,0.46,1.02,0.32
347500,252500,0.48,1.67,0.25
57500,512500,0.27,2.57,0.17
387500,452500,0.67,2.49,0.48
552500,162500,0.8,1.22,0.33
552500,247500,0.66,1.25,0.28
222500,737500,0.56,0.67,0.4
332500,712500,0.4,1.2,0.3
227500,557500,0.39,1.03,0.23
292500,312500,0.73,1.21,0.46
222500,932500,0.27,0.25,0.17
352500,602500,0.71,1.15,0.44
362500,262500,0.53,1.72,0.27
202500,787500,0.43,0.43,0.33
357500,642500,0.47,1.34,0.27
412500,417500,1.01,2,0.82
502500,167500,0.68,1.21,0.26
332500,562500,0.27,1.35,0.18
532500,142500,0.7,1.24,0.31
597500,337500,0.65,1.36,0.3
627500,337500,0.63,1.19,0.28
517500,327500,0.63,1.45,0.28
147500,822500,0.36,0.35,0.27
392500,82500,0.51,1.04,0.24
42500,542500,0.3,1.6,0.2
62500,492500,0.25,1.43,0.14
242500,67500,0.51,1.46,0.28
537500,312500,0.61,1.56,0.31
442500,517500,0.45,1.6,0.36
322500,352500,0.71,1.41,0.45
262500,377500,0.35,0.77,0.24
302500,747500,0.45,0.59,0.27
357500,562500,0.37,1.49,0.24
117500,902500,0.31,0.31,0.23
427500,182500,0.79,1.74,0.31
487500,477500,0.5,2.12,0.36
302500,167500,0.43,1.05,0.27
317500,577500,0.35,1.88,0.22
327500,992500,0.29,0.34,0.16
352500,792500,0.86,0.98,0.5
267500,897500,0.23,0.24,0.12
282500,657500,0.36,1.39,0.24
237500,932500,0.42,0.42,0.28
337500,642500,0.69,1.02,0.41
422500,427500,0.75,2.08,0.55
482500,222500,0.67,1.61,0.25
562500,272500,0.58,1.4,0.25
402500,222500,0.84,1.66,0.39
232500,817500,0.33,0.28,0.21
212500,142500,0.38,0.35,0.18
277500,347500,0.73,1.22,0.51
232500,717500,0.75,0.98,0.56
362500,182500,0.61,1.61,0.27
322500,392500,0.38,0.59,0.28
402500,597500,0.64,1.02,0.38
282500,137500,0.8,1.35,0.43
437500,397500,0.78,1.75,0.6
532500,342500,0.65,1.5,0.31
307500,647500,0.42,1.14,0.26
347500,762500,0.48,0.91,0.28
212500,732500,0.6,0.73,0.43
437500,1162500,0.41,0.45,0.23
477500,367500,0.67,1.88,0.37
412500,242500,0.56,1.55,0.28
337500,997500,0.26,0.29,0.13
117500,757500,0.2,0.26,0.12
82500,842500,0.21,0.19,0.14
142500,922500,0.18,0.16,0.12
177500,797500,0.27,0.26,0.19
192500,847500,0.39,0.35,0.29
102500,917500,0.25,0.23,0.19
252500,902500,0.29,0.3,0.17
292500,272500,0.7,1.17,0.43
427500,437500,0.69,1.54,0.48
157500,552500,0.41,1.8,0.26
177500,232500,0.33,0.45,0.17
267500,632500,0.43,0.95,0.28
357500,117500,0.5,2.09,0.25
252500,692500,0.36,0.86,0.24
242500,127500,0.51,1.36,0.29
457500,362500,0.78,1.71,0.62
242500,947500,0.47,0.48,0.31
172500,747500,0.33,0.44,0.27
237500,72500,0.61,1.87,0.34
447500,222500,0.65,1.47,0.26
217500,332500,0.3,0.62,0.17
347500,782500,0.87,0.95,0.51
367500,397500,0.55,1.45,0.55
542500,107500,0.55,1.34,0.25
327500,342500,0.56,1.74,0.38
212500,722500,0.54,0.75,0.42
147500,742500,0.32,0.44,0.22
117500,932500,0.28,0.28,0.22
327500,947500,0.27,0.38,0.14
397500,262500,0.56,1.68,0.27
277500,897500,0.21,0.3,0.11
292500,72500,0.52,1.05,0.27
617500,142500,0.82,1.21,0.32
372500,612500,0.64,1.31,0.39
22500,537500,0.25,0.59,0.16
347500,127500,0.42,1.88,0.21
412500,552500,0.61,1.5,0.47
567500,157500,0.71,1.47,0.29
442500,467500,0.49,3.15,0.36
47500,572500,0.2,1.88,0.14
342500,792500,0.82,0.87,0.49
272500,602500,0.65,1.32,0.45
202500,207500,0.43,1.18,0.32
232500,752500,0.53,0.59,0.38
322500,767500,0.67,0.69,0.4
72500,842500,0.21,0.2,0.13
417500,267500,0.66,1.54,0.28
627500,307500,0.66,1.48,0.29
337500,672500,0.37,1.03,0.24
382500,82500,0.49,1.35,0.22
72500,502500,0.28,1.91,0.16
242500,742500,0.79,0.88,0.54
257500,352500,0.63,1.03,0.45
322500,282500,0.66,1.5,0.37
127500,517500,0.36,2.89,0.27
532500,282500,0.62,1.52,0.28
602500,342500,0.62,1.27,0.29
497500,427500,0.64,1.74,0.43
272500,732500,0.78,0.85,0.48
297500,862500,0.16,0.23,0.07
542500,242500,0.7,1.36,0.27
227500,672500,0.45,0.8,0.33
262500,582500,0.55,1.36,0.42
182500,857500,0.24,0.21,0.16
647500,292500,0.61,1.46,0.28
292500,672500,0.4,1.32,0.31
412500,157500,0.61,1.67,0.25
287500,657500,0.37,1.12,0.24
397500,327500,0.62,2.37,0.35
367500,642500,0.43,1.49,0.25
282500,877500,0.15,0.61,0.08
417500,577500,0.42,1.35,0.28
117500,892500,0.19,0.16,0.13
247500,542500,0.32,1.51,0.17
427500,262500,0.62,1.73,0.25
407500,367500,1.04,2.49,0.66
212500,577500,0.55,1.18,0.35
202500,937500,0.19,0.15,0.11
242500,542500,0.34,1.92,0.18
307500,232500,0.62,1.37,0.37
337500,742500,0.47,0.99,0.29
387500,462500,0.82,1.61,0.57
477500,267500,0.75,1.54,0.31
277500,212500,0.62,1.14,0.44
367500,87500,0.5,1.84,0.22
397500,382500,0.81,1.73,0.53
542500,177500,0.72,1.15,0.25
292500,322500,0.92,1.51,0.6
237500,497500,0.4,0.65,0.22
322500,357500,0.62,1.54,0.42
352500,142500,0.42,2.19,0.2
272500,687500,0.58,0.96,0.39
327500,297500,0.47,1.88,0.26
382500,382500,0.6,1.57,0.41
152500,737500,0.37,0.52,0.29
447500,482500,0.47,2.18,0.31
317500,307500,0.47,1.58,0.27
362500,207500,0.61,1.37,0.36
347500,672500,0.36,1.18,0.22
482500,357500,0.69,1.95,0.36
337500,942500,0.2,0.49,0.1
172500,722500,0.29,0.38,0.22
227500,607500,0.35,1.24,0.23
232500,732500,0.7,0.84,0.49
432500,382500,0.91,1.6,0.61
497500,342500,0.71,1.66,0.33
502500,392500,0.64,1.62,0.37
542500,342500,0.64,0.85,0.28
232500,917500,0.43,0.39,0.27
277500,877500,0.16,0.41,0.08
362500,837500,0.48,1.28,0.26
412500,437500,0.82,1.76,0.62
552500,257500,0.63,1.26,0.26
562500,317500,0.65,1.33,0.31
477500,132500,0.74,1.21,0.38
347500,422500,0.47,2.25,0.37
442500,142500,0.62,1.37,0.26
372500,582500,0.63,1.01,0.39
377500,212500,0.52,1.75,0.27
512500,457500,0.54,2.68,0.37
357500,232500,0.51,1.7,0.28
427500,502500,0.44,2.43,0.3
437500,322500,0.71,1.78,0.39
572500,207500,0.72,1.37,0.31
412500,612500,0.52,1.11,0.31
597500,277500,0.61,1.97,0.27
202500,627500,0.35,0.65,0.24
492500,197500,0.79,1.23,0.29
322500,382500,0.38,0.73,0.28
332500,217500,0.73,1.82,0.43
342500,182500,0.45,0.76,0.24
362500,1002500,0.28,0.66,0.15
352500,772500,0.83,0.95,0.47
497500,252500,0.68,1.43,0.26
207500,237500,0.54,1.43,0.35
522500,362500,0.63,1.46,0.29
467500,152500,0.75,1.38,0.32
237500,682500,0.4,0.82,0.29
232500,957500,0.29,0.28,0.18
417500,212500,0.67,1.4,0.28
237500,722500,0.72,0.9,0.51
457500,202500,0.62,1.41,0.24
482500,482500,0.5,1.9,0.34
627500,267500,0.66,2.24,0.29
282500,777500,0.58,0.48,0.33
132500,27500,0.32,0.29,0.16
337500,162500,0.47,1.65,0.22
392500,192500,0.6,1.61,0.25
452500,152500,0.68,1.24,0.26
92500,487500,0.37,2.29,0.19
352500,532500,0.49,2.36,0.36
217500,952500,0.22,0.25,0.13
257500,277500,0.32,0.75,0.18
497500,367500,0.66,1.71,0.35
537500,412500,0.69,0.66,0.49
72500,867500,0.21,0.28,0.13
322500,117500,0.61,1.85,0.31
592500,257500,0.71,1.63,0.3
217500,232500,0.59,1.58,0.41
147500,962500,0.18,0.17,0.12
82500,837500,0.24,0.21,0.15
527500,282500,0.64,1.88,0.26
562500,297500,0.58,1.47,0.26
372500,632500,0.38,1.19,0.24
367500,482500,0.77,1.44,0.55
197500,717500,0.48,0.7,0.37
272500,792500,0.34,0.27,0.18
512500,102500,0.55,0.77,0.24
